Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT04169","RGS17","6","Regulator Of G Protein Signaling 17","None","ENSG00000091844","Q9UGC6","0.0134142","0.0525072","1.0","By_ingredient","0.202"
"SMTT04176","ALG5","13","ALG5, Dolichyl-phosphate Beta-glucosyltransferase","None","ENSG00000120697","Q9Y673","0.0134142","0.0525072","1.0","By_ingredient","0.2234"
"SMTT04179","DUSP22","6","Dual Specificity Phosphatase 22","None","ENSG00000112679","Q9NRW4","0.0266499","0.0686308","1.0","By_ingredient","0.1963"
"SMTT04195","OXSM","3","3-oxoacyl-ACP Synthase, Mitochondrial","None","ENSG00000151093","Q9NWU1","0.0310226","0.0728583","1.0","By_ingredient","0.2053"
"SMTT04225","GDPD5","11","Glycerophosphodiester Phosphodiesterase Domain Containing 5","None","ENSG00000158555","Q8WTR4","0.0266499","0.0686308","1.0","By_ingredient","0.1812"
"SMTT04234","NAPEPLD","7","N-acyl Phosphatidylethanolamine Phospholipase D","None","ENSG00000161048","Q6IQ20","0.0440241","0.085484","1.0","By_ingredient","0.2066"
"SMTT04240","PGP","16","Phosphoglycolate Phosphatase","None","ENSG00000184207","A6NDG6","0.0266499","0.0686308","1.0","By_ingredient","0.1934"
"SMTT04333","ABCF1","None","ATP binding cassette subfamily F member 1","None","ENSG00000204574","None","0.0178458","0.0585289","1.0","By_ingredient","0.1958"
"SMTT04334","ABCF2","None","ATP binding cassette subfamily F member 2","None","ENSG00000033050","None","0.00896273","0.0454633","1.0","By_ingredient","0.2068"
"SMTT04335","ABCF3","None","ATP binding cassette subfamily F member 3","None","ENSG00000161204","None","0.00896273","0.0454633","1.0","By_ingredient","0.2193"
"SMTT04371","ACO1","None","aconitase 1","None","ENSG00000122729","None","0.0310226","0.0728583","1.0","By_ingredient","0.1925"
"SMTT04374","ACOT11","None","acyl-CoA thioesterase 11","None","ENSG00000162390","None","0.00896273","0.0454633","1.0","By_ingredient","0.2145"
"SMTT04375","ACOT12","None","acyl-CoA thioesterase 12","None","ENSG00000172497","None","0.00896273","0.0454633","1.0","By_ingredient","0.2134"
"SMTT04380","ACOT7","None","acyl-CoA thioesterase 7","None","ENSG00000097021","None","0.00360432","0.0317833","1.0","By_ingredient","0.4515"
"SMTT04381","ACOT8","None","acyl-CoA thioesterase 8","None","ENSG00000101473","None","0.0266499","0.0686308","1.0","By_ingredient","0.2717"
"SMTT04392","ACSF2","None","acyl-CoA synthetase family member 2","None","ENSG00000167107","None","0.0134142","0.0525072","1.0","By_ingredient","0.1997"
"SMTT04450","ADD1","None","adducin 1","None","ENSG00000087274","None","0.0353758","0.0768127","1.0","By_ingredient","0.2173"
"SMTT04451","ADD2","None","adducin 2","None","ENSG00000075340","None","0.0222577","0.0642337","1.0","By_ingredient","0.1994"
"SMTT04452","ADD3","None","adducin 3","None","ENSG00000148700","None","0.0483194","0.0894056","1.0","By_ingredient","0.1872"
"SMTT04494","ADSS2","None","None","None","None","None","0.0134142","0.0525072","1.0","By_ingredient","0.2241"
"SMTT04505","AGBL3","None","ATP/GTP binding protein like 3","None","ENSG00000146856","None","0.0353758","0.0768127","1.0","By_ingredient","0.22"
"SMTT04506","AGBL4","None","ATP/GTP binding protein like 4","None","ENSG00000186094","None","0.0353758","0.0768127","1.0","By_ingredient","0.2096"
"SMTT04551","AKR7A2","None","aldo-keto reductase family 7 member A2","None","ENSG00000053371","None","0.0178458","0.0585289","1.0","By_ingredient","0.1972"
"SMTT04552","AKR7A3","None","aldo-keto reductase family 7 member A3","None","ENSG00000162482","None","0.0178458","0.0585289","1.0","By_ingredient","0.1905"
"SMTT04556","ALDH16A1","None","aldehyde dehydrogenase 16 family member A1","None","ENSG00000161618","None","0.0353758","0.0768127","1.0","By_ingredient","0.2114"
"SMTT04558","ALDH1A2","None","aldehyde dehydrogenase 1 family member A2","None","ENSG00000128918","None","0.0353758","0.0768127","1.0","By_ingredient","0.1976"
"SMTT04560","ALDH1L1","None","aldehyde dehydrogenase 1 family member L1","None","ENSG00000144908","None","0.0353758","0.0768127","1.0","By_ingredient","0.1951"
"SMTT04561","ALDH1L2","None","aldehyde dehydrogenase 1 family member L2","None","ENSG00000136010","None","0.0353758","0.0768127","1.0","By_ingredient","0.1931"
"SMTT04562","ALDH3B2","None","aldehyde dehydrogenase 3 family member B2","None","ENSG00000132746","None","0.0397096","0.0812495","1.0","By_ingredient","0.1966"
"SMTT04563","ALDH8A1","None","aldehyde dehydrogenase 8 family member A1","None","ENSG00000118514","None","0.0397096","0.0812495","1.0","By_ingredient","0.208"
"SMTT04573","ALKBH5","None","alkB homolog 5, RNA demethylase","None","ENSG00000091542","None","0.0178458","0.0585289","1.0","By_ingredient","0.2036"
"SMTT04575","ALKBH8","None","alkB homolog 8, tRNA methyltransferase","None","ENSG00000137760","None","0.0310226","0.0728583","1.0","By_ingredient","0.1989"
"SMTT04597","AMZ1","None","archaelysin family metallopeptidase 1","None","ENSG00000174945","None","0.00896273","0.0454633","1.0","By_ingredient","0.2161"
"SMTT04598","AMZ2","None","archaelysin family metallopeptidase 2","None","ENSG00000196704","None","0.00896273","0.0454633","1.0","By_ingredient","0.2228"
"SMTT04672","ANTKMT","None","None","None","None","None","0.0178458","0.0585289","1.0","By_ingredient","0.2167"
"SMTT04702","APIP","None","APAF1 interacting protein","None","ENSG00000149089","None","0.0222577","0.0642337","1.0","By_ingredient","0.1991"
"SMTT04714","APOH","None","apolipoprotein H","None","ENSG00000091583","None","0.0353758","0.0768127","1.0","By_ingredient","0.2133"
"SMTT04719","APOM","None","apolipoprotein M","None","ENSG00000204444","None","0.0397096","0.0812495","1.0","By_ingredient","0.1938"
"SMTT04737","ARF6","None","ADP ribosylation factor 6","None","ENSG00000165527","None","0.0178458","0.0585289","1.0","By_ingredient","0.2057"
"SMTT04844","ASGR1","None","asialoglycoprotein receptor 1","None","ENSG00000141505","None","0.0266499","0.0686308","1.0","By_ingredient","0.1986"
"SMTT04857","ASPN","None","asporin","None","ENSG00000106819","None","0.0266499","0.0686308","1.0","By_ingredient","0.1911"
"SMTT04876","ATG7","None","autophagy related 7","None","ENSG00000197548","None","0.0310226","0.0728583","1.0","By_ingredient","0.193"
"SMTT04949","B3GNTL1","None","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1","None","ENSG00000175711","None","0.0134142","0.0525072","1.0","By_ingredient","0.2159"
"SMTT04980","BCAT1","None","branched chain amino acid transaminase 1","None","ENSG00000060982","None","0.0310226","0.0728583","1.0","By_ingredient","0.1943"
"SMTT04981","BCAT2","None","branched chain amino acid transaminase 2","None","ENSG00000105552","None","0.0134142","0.0525072","1.0","By_ingredient","0.2081"
"SMTT04986","BCL2L14","None","BCL2 like 14","None","ENSG00000121380","None","0.0310226","0.0728583","1.0","By_ingredient","0.2286"
"SMTT05025","BMP10","None","bone morphogenetic protein 10","None","ENSG00000163217","None","0.00449136","0.0346634","1.0","By_ingredient","0.2532"
"SMTT05027","BMP3","None","bone morphogenetic protein 3","None","ENSG00000152785","None","0.00449136","0.0346634","1.0","By_ingredient","0.258"
"SMTT05028","BMP5","None","bone morphogenetic protein 5","None","ENSG00000112175","None","0.00449136","0.0346634","1.0","By_ingredient","0.2024"
"SMTT05029","BMP6","None","bone morphogenetic protein 6","None","ENSG00000153162","None","0.0266499","0.0686308","1.0","By_ingredient","0.2236"
"SMTT05030","BMP7","None","bone morphogenetic protein 7","None","ENSG00000101144","None","0.0266499","0.0686308","1.0","By_ingredient","0.1876"
"SMTT05031","BMP8A","None","bone morphogenetic protein 8a","None","ENSG00000183682","None","0.00896273","0.0454633","1.0","By_ingredient","0.2267"
"SMTT05032","BMP8B","None","bone morphogenetic protein 8b","None","ENSG00000116985","None","0.00449136","0.0346634","1.0","By_ingredient","0.252"
"SMTT05066","BRSK1","None","BR serine/threonine kinase 1","None","ENSG00000160469","None","0.00449136","0.0346634","1.0","By_ingredient","0.2281"
"SMTT05067","BRSK2","None","BR serine/threonine kinase 2","None","ENSG00000174672","None","0.00449136","0.0346634","1.0","By_ingredient","0.2327"
"SMTT05086","BUD23","None","BUD23, rRNA methyltransferase and ribosome maturation factor","None","ENSG00000071462","None","0.0178458","0.0585289","1.0","By_ingredient","0.2183"
"SMTT05141","C4BPA","None","complement component 4 binding protein alpha","None","ENSG00000123838","None","0.0397096","0.0812495","1.0","By_ingredient","0.1984"
"SMTT05142","C4BPB","None","complement component 4 binding protein beta","None","ENSG00000123843","None","0.0353758","0.0768127","1.0","By_ingredient","0.1998"
"SMTT05155","C8G","None","complement C8 gamma chain","None","ENSG00000176919","None","0.0353758","0.0768127","1.0","By_ingredient","0.1977"
"SMTT05162","CA13","None","carbonic anhydrase 13","None","ENSG00000185015","None","0.0483194","0.0894056","1.0","By_ingredient","0.2001"
"SMTT05169","CAB39","None","calcium binding protein 39","None","ENSG00000135932","None","0.0222577","0.0642337","1.0","By_ingredient","0.2087"
"SMTT05337","CD207","None","CD207 molecule","None","ENSG00000116031","None","0.0397096","0.0812495","1.0","By_ingredient","0.1998"
"SMTT05338","CD209","None","CD209 molecule","None","ENSG00000090659","None","0.0397096","0.0812495","1.0","By_ingredient","0.1899"
"SMTT05350","CD55","None","CD55 molecule (Cromer blood group)","None","ENSG00000196352","None","0.0483194","0.0894056","1.0","By_ingredient","0.1818"
"SMTT05356","CD72","None","CD72 molecule","None","ENSG00000137101","None","0.0222577","0.0642337","1.0","By_ingredient","0.2105"
"SMTT05365","CDC14A","None","cell division cycle 14A","None","ENSG00000079335","None","0.0134142","0.0525072","1.0","By_ingredient","0.2211"
"SMTT05366","CDC14B","None","cell division cycle 14B","None","ENSG00000081377","None","0.0440241","0.085484","1.0","By_ingredient","0.1982"
"SMTT05404","CDIPT","None","CDP-diacylglycerol--inositol 3-phosphatidyltransferase","None","ENSG00000103502","None","0.0222577","0.0642337","1.0","By_ingredient","0.2365"
"SMTT05501","CHAC1","None","ChaC glutathione specific gamma-glutamylcyclotransferase 1","None","ENSG00000128965","None","0.0134142","0.0525072","1.0","By_ingredient","0.2026"
"SMTT05502","CHAC2","None","ChaC cation transport regulator homolog 2","None","ENSG00000143942","None","0.0222577","0.0642337","1.0","By_ingredient","0.2048"
"SMTT05520","CHI3L2","None","chitinase 3 like 2","None","ENSG00000064886","None","0.0222577","0.0642337","1.0","By_ingredient","0.2012"
"SMTT05521","CHIA","None","chitinase, acidic","None","ENSG00000134216","None","0.0222577","0.0642337","1.0","By_ingredient","0.211"
"SMTT05523","CHIT1","None","chitinase 1","None","ENSG00000133063","None","0.0266499","0.0686308","1.0","By_ingredient","0.2073"
"SMTT05530","CHODL","None","chondrolectin","None","ENSG00000154645","None","0.0222577","0.0642337","1.0","By_ingredient","0.2163"
"SMTT05570","CKS1B","None","CDC28 protein kinase regulatory subunit 1B","None","ENSG00000173207","None","0.0178458","0.0585289","1.0","By_ingredient","0.1873"
"SMTT05571","CKS2","None","CDC28 protein kinase regulatory subunit 2","None","ENSG00000123975","None","0.0397096","0.0812495","1.0","By_ingredient","0.1919"
"SMTT05586","CLEC12A","None","C-type lectin domain family 12 member A","None","ENSG00000172322","None","0.0222577","0.0642337","1.0","By_ingredient","0.2217"
"SMTT05587","CLEC12B","None","C-type lectin domain family 12 member B","None","ENSG00000256660","None","0.0222577","0.0642337","1.0","By_ingredient","0.2101"
"SMTT05588","CLEC18A","None","C-type lectin domain family 18 member A","None","ENSG00000157322","None","0.0178458","0.0585289","1.0","By_ingredient","0.224"
"SMTT05589","CLEC18B","None","C-type lectin domain family 18 member B","None","ENSG00000140839","None","0.0178458","0.0585289","1.0","By_ingredient","0.2094"
"SMTT05590","CLEC18C","None","C-type lectin domain family 18 member C","None","ENSG00000157335","None","0.0178458","0.0585289","1.0","By_ingredient","0.2255"
"SMTT05591","CLEC19A","None","C-type lectin domain containing 19A","None","ENSG00000261210","None","0.0222577","0.0642337","1.0","By_ingredient","0.2118"
"SMTT05592","CLEC1A","None","C-type lectin domain family 1 member A","None","ENSG00000150048","None","0.0222577","0.0642337","1.0","By_ingredient","0.2051"
"SMTT05593","CLEC1B","None","C-type lectin domain family 1 member B","None","ENSG00000165682","None","0.0222577","0.0642337","1.0","By_ingredient","0.219"
"SMTT05594","CLEC2A","None","C-type lectin domain family 2 member A","None","ENSG00000188393","None","0.0266499","0.0686308","1.0","By_ingredient","0.2241"
"SMTT05595","CLEC2B","None","C-type lectin domain family 2 member B","None","ENSG00000110852","None","0.0310226","0.0728583","1.0","By_ingredient","0.2019"
"SMTT05596","CLEC2D","None","C-type lectin domain family 2 member D","None","ENSG00000069493","None","0.0222577","0.0642337","1.0","By_ingredient","0.2157"
"SMTT05597","CLEC2L","None","C-type lectin domain family 2 member L","None","ENSG00000236279","None","0.0222577","0.0642337","1.0","By_ingredient","0.2055"
"SMTT05598","CLEC3A","None","C-type lectin domain family 3 member A","None","ENSG00000166509","None","0.0222577","0.0642337","1.0","By_ingredient","0.2134"
"SMTT05600","CLEC4A","None","C-type lectin domain family 4 member A","None","ENSG00000111729","None","0.0440241","0.085484","1.0","By_ingredient","0.1971"
"SMTT05601","CLEC4E","None","C-type lectin domain family 4 member E","None","ENSG00000166523","None","0.0178458","0.0585289","1.0","By_ingredient","0.2194"
"SMTT05602","CLEC4G","None","C-type lectin domain family 4 member G","None","ENSG00000182566","None","0.0222577","0.0642337","1.0","By_ingredient","0.2018"
"SMTT05603","CLEC4M","None","C-type lectin domain family 4 member M","None","ENSG00000104938","None","0.0266499","0.0686308","1.0","By_ingredient","0.1955"
"SMTT05604","CLEC5A","None","C-type lectin domain containing 5A","None","ENSG00000258227","None","0.0222577","0.0642337","1.0","By_ingredient","0.1985"
"SMTT05605","CLEC6A","None","C-type lectin domain containing 6A","None","ENSG00000205846","None","0.0222577","0.0642337","1.0","By_ingredient","0.2284"
"SMTT05606","CLEC9A","None","C-type lectin domain containing 9A","None","ENSG00000197992","None","0.0222577","0.0642337","1.0","By_ingredient","0.2099"
"SMTT05607","CLECL1","None","C-type lectin like 1","None","ENSG00000184293","None","0.0222577","0.0642337","1.0","By_ingredient","0.214"
"SMTT05631","CLYBL","None","citrate lyase beta like","None","ENSG00000125246","None","0.0134142","0.0525072","1.0","By_ingredient","0.2126"
"SMTT05637","CMPK2","None","cytidine/uridine monophosphate kinase 2","None","ENSG00000134326","None","0.0222577","0.0642337","1.0","By_ingredient","0.199"
"SMTT05704","CORO7-PAM16","None","CORO7-PAM16 readthrough","None","ENSG00000103426","None","0.00449136","0.0346634","1.0","By_ingredient","0.2341"
"SMTT05721","CPA2","None","carboxypeptidase A2","None","ENSG00000158516","None","0.0353758","0.0768127","1.0","By_ingredient","0.2026"
"SMTT05722","CPA3","None","carboxypeptidase A3","None","ENSG00000163751","None","0.0353758","0.0768127","1.0","By_ingredient","0.1946"
"SMTT05723","CPA4","None","carboxypeptidase A4","None","ENSG00000128510","None","0.0353758","0.0768127","1.0","By_ingredient","0.2146"
"SMTT05724","CPB1","None","carboxypeptidase B1","None","ENSG00000153002","None","0.0397096","0.0812495","1.0","By_ingredient","0.2166"
"SMTT05725","CPB2","None","carboxypeptidase B2","None","ENSG00000080618","None","0.0440241","0.085484","1.0","By_ingredient","0.1966"
"SMTT05736","CPO","None","carboxypeptidase O","None","ENSG00000144410","None","0.0353758","0.0768127","1.0","By_ingredient","0.1939"
"SMTT05738","CPSF2","None","cleavage and polyadenylation specific factor 2","None","ENSG00000165934","None","0.00449136","0.0346634","1.0","By_ingredient","0.2151"
"SMTT05739","CPSF3","None","cleavage and polyadenylation specific factor 3","None","ENSG00000119203","None","0.00896273","0.0454633","1.0","By_ingredient","0.231"
"SMTT05747","CR1L","None","complement C3b/C4b receptor 1 like","None","ENSG00000197721","None","0.0222577","0.0642337","1.0","By_ingredient","0.2048"
"SMTT05768","CRLS1","None","cardiolipin synthase 1","None","ENSG00000088766","None","0.0222577","0.0642337","1.0","By_ingredient","0.2314"
"SMTT05769","CRMP1","None","collapsin response mediator protein 1","None","ENSG00000072832","None","0.0222577","0.0642337","1.0","By_ingredient","0.2014"
"SMTT05778","CS","None","citrate synthase","None","ENSG00000062485","None","0.0397096","0.0812495","1.0","By_ingredient","0.1849"
"SMTT05788","CSMD1","None","CUB and Sushi multiple domains 1","None","ENSG00000183117","None","0.0222577","0.0642337","1.0","By_ingredient","0.196"
"SMTT05789","CSMD2","None","CUB and Sushi multiple domains 2","None","ENSG00000121904","None","0.0222577","0.0642337","1.0","By_ingredient","0.2072"
"SMTT05790","CSMD3","None","CUB and Sushi multiple domains 3","None","ENSG00000164796","None","0.0222577","0.0642337","1.0","By_ingredient","0.2122"
"SMTT05813","CTBP2","None","C-terminal binding protein 2","None","ENSG00000175029","None","0.0310226","0.0728583","1.0","By_ingredient","0.2063"
"SMTT05817","CTDSP1","None","CTD small phosphatase 1","None","ENSG00000144579","None","0.00449136","0.0346634","1.0","By_ingredient","0.2306"
"SMTT05828","CTSL","None","cathepsin L","None","ENSG00000135047","None","0.0483194","0.0894056","1.0","By_ingredient","0.2044"
"SMTT05900","CYTH3","None","cytohesin 3","None","ENSG00000008256","None","0.00896273","0.0454633","1.0","By_ingredient","0.2242"
"SMTT05934","DCLRE1A","None","DNA cross-link repair 1A","None","ENSG00000198924","None","0.00896273","0.0454633","1.0","By_ingredient","0.23"
"SMTT05935","DCLRE1B","None","DNA cross-link repair 1B","None","ENSG00000118655","None","0.00896273","0.0454633","1.0","By_ingredient","0.2042"
"SMTT05948","DDAH1","None","dimethylarginine dimethylaminohydrolase 1","None","ENSG00000153904","None","0.00896273","0.0454633","1.0","By_ingredient","0.2073"
"SMTT05965","DDX39B","None","DExD-box helicase 39B","None","ENSG00000198563","None","0.0266499","0.0686308","1.0","By_ingredient","0.2056"
"SMTT06005","DERA","None","deoxyribose-phosphate aldolase","None","ENSG00000023697","None","0.0397096","0.0812495","1.0","By_ingredient","0.1941"
"SMTT06048","DIP2A","None","disco interacting protein 2 homolog A","None","ENSG00000160305","None","0.0134142","0.0525072","1.0","By_ingredient","0.2202"
"SMTT06049","DIP2C","None","disco interacting protein 2 homolog C","None","ENSG00000151240","None","0.00896273","0.0454633","1.0","By_ingredient","0.2024"
"SMTT06073","DMC1","None","DNA meiotic recombinase 1","None","ENSG00000100206","None","0.0310226","0.0728583","1.0","By_ingredient","0.2001"
"SMTT06086","DNAJC1","None","DnaJ heat shock protein family (Hsp40) member C1","None","ENSG00000136770","None","0.0134142","0.0525072","1.0","By_ingredient","0.2022"
"SMTT06087","DNAJC10","None","DnaJ heat shock protein family (Hsp40) member C10","None","ENSG00000077232","None","0.0266499","0.0686308","1.0","By_ingredient","0.2171"
"SMTT06088","DNAJC12","None","DnaJ heat shock protein family (Hsp40) member C12","None","ENSG00000108176","None","0.0222577","0.0642337","1.0","By_ingredient","0.1881"
"SMTT06089","DNAJC15","None","DnaJ heat shock protein family (Hsp40) member C15","None","ENSG00000120675","None","0.00896273","0.0454633","1.0","By_ingredient","0.1994"
"SMTT06091","DNAJC17","None","DnaJ heat shock protein family (Hsp40) member C17","None","ENSG00000104129","None","0.0134142","0.0525072","1.0","By_ingredient","0.1988"
"SMTT06097","DNAJC9","None","DnaJ heat shock protein family (Hsp40) member C9","None","ENSG00000213551","None","0.0134142","0.0525072","1.0","By_ingredient","0.2114"
"SMTT06123","DPEP2","None","dipeptidase 2","None","ENSG00000167261","None","0.0134142","0.0525072","1.0","By_ingredient","0.1915"
"SMTT06124","DPEP3","None","dipeptidase 3","None","ENSG00000141096","None","0.00896273","0.0454633","1.0","By_ingredient","0.2142"
"SMTT06137","DPYSL2","None","dihydropyrimidinase like 2","None","ENSG00000092964","None","0.0266499","0.0686308","1.0","By_ingredient","0.1802"
"SMTT06138","DPYSL3","None","dihydropyrimidinase like 3","None","ENSG00000113657","None","0.0310226","0.0728583","1.0","By_ingredient","0.1883"
"SMTT06139","DPYSL4","None","dihydropyrimidinase like 4","None","ENSG00000151640","None","0.0266499","0.0686308","1.0","By_ingredient","0.203"
"SMTT06140","DPYSL5","None","dihydropyrimidinase like 5","None","ENSG00000157851","None","0.0178458","0.0585289","1.0","By_ingredient","0.2206"
"SMTT06159","DTX3L","None","deltex E3 ubiquitin ligase 3L","None","ENSG00000163840","None","0.0134142","0.0525072","1.0","By_ingredient","0.2074"
"SMTT06160","DTYMK","None","deoxythymidylate kinase","None","ENSG00000168393","None","0.0266499","0.0686308","1.0","By_ingredient","0.1951"
"SMTT06162","DUPD1","None","dual specificity phosphatase and pro isomerase domain containing 1","None","ENSG00000188716","None","0.0178458","0.0585289","1.0","By_ingredient","0.2024"
"SMTT06165","DUSP12","None","dual specificity phosphatase 12","None","ENSG00000081721","None","0.0134142","0.0525072","1.0","By_ingredient","0.1947"
"SMTT06166","DUSP13","None","dual specificity phosphatase 13","None","ENSG00000079393","None","0.0134142","0.0525072","1.0","By_ingredient","0.2231"
"SMTT06167","DUSP15","None","dual specificity phosphatase 15","None","ENSG00000149599","None","0.0134142","0.0525072","1.0","By_ingredient","0.2057"
"SMTT06168","DUSP16","None","dual specificity phosphatase 16","None","ENSG00000111266","None","0.0134142","0.0525072","1.0","By_ingredient","0.207"
"SMTT06169","DUSP18","None","dual specificity phosphatase 18","None","ENSG00000167065","None","0.0134142","0.0525072","1.0","By_ingredient","0.2147"
"SMTT06170","DUSP19","None","dual specificity phosphatase 19","None","ENSG00000162999","None","0.0134142","0.0525072","1.0","By_ingredient","0.2355"
"SMTT06171","DUSP2","None","dual specificity phosphatase 2","None","ENSG00000158050","None","0.0222577","0.0642337","1.0","By_ingredient","0.2112"
"SMTT06172","DUSP21","None","dual specificity phosphatase 21","None","ENSG00000189037","None","0.0134142","0.0525072","1.0","By_ingredient","0.2131"
"SMTT06173","DUSP23","None","dual specificity phosphatase 23","None","ENSG00000158716","None","0.0222577","0.0642337","1.0","By_ingredient","0.2141"
"SMTT06174","DUSP26","None","dual specificity phosphatase 26","None","ENSG00000133878","None","0.0134142","0.0525072","1.0","By_ingredient","0.1793"
"SMTT06175","DUSP27","None","dual specificity phosphatase 27, atypical","None","ENSG00000198842","None","0.0134142","0.0525072","1.0","By_ingredient","0.1989"
"SMTT06176","DUSP28","None","dual specificity phosphatase 28","None","ENSG00000188542","None","0.0178458","0.0585289","1.0","By_ingredient","0.2263"
"SMTT06177","DUSP3","None","dual specificity phosphatase 3","None","ENSG00000108861","None","0.0178458","0.0585289","1.0","By_ingredient","0.1972"
"SMTT06178","DUSP4","None","dual specificity phosphatase 4","None","ENSG00000120875","None","0.0397096","0.0812495","1.0","By_ingredient","0.189"
"SMTT06179","DUSP5","None","dual specificity phosphatase 5","None","ENSG00000138166","None","0.0310226","0.0728583","1.0","By_ingredient","0.1842"
"SMTT06180","DUSP7","None","dual specificity phosphatase 7","None","ENSG00000164086","None","0.0134142","0.0525072","1.0","By_ingredient","0.2228"
"SMTT06181","DUSP8","None","dual specificity phosphatase 8","None","ENSG00000184545","None","0.0266499","0.0686308","1.0","By_ingredient","0.1749"
"SMTT06182","DUSP9","None","dual specificity phosphatase 9","None","ENSG00000130829","None","0.0178458","0.0585289","1.0","By_ingredient","0.2108"
"SMTT06205","EBF1","None","early B cell factor 1","None","ENSG00000164330","None","0.00896273","0.0454633","1.0","By_ingredient","0.2087"
"SMTT06206","EBF2","None","early B cell factor 2","None","ENSG00000221818","None","0.00449136","0.0346634","1.0","By_ingredient","0.2095"
"SMTT06207","EBF3","None","early B cell factor 3","None","ENSG00000108001","None","0.00449136","0.0346634","1.0","By_ingredient","0.21"
"SMTT06208","EBF4","None","early B cell factor 4","None","ENSG00000088881","None","0.00449136","0.0346634","1.0","By_ingredient","0.2375"
"SMTT06211","ECE2","None","endothelin converting enzyme 2","None","ENSG00000145194","None","0.00449136","0.0346634","1.0","By_ingredient","0.2374"
"SMTT06230","EEF1E1-BLOC1S5","None","EEF1E1-BLOC1S5 readthrough (NMD candidate)","None","None","None","0.0178458","0.0585289","1.0","By_ingredient","0.2106"
"SMTT06231","EEF1G","None","eukaryotic translation elongation factor 1 gamma","None","ENSG00000254772","None","0.0222577","0.0642337","1.0","By_ingredient","0.2124"
"SMTT06233","EEFSEC","None","eukaryotic elongation factor, selenocysteine-tRNA specific","None","ENSG00000132394","None","0.00449136","0.0346634","1.0","By_ingredient","0.227"
"SMTT06256","EGFLAM","None","EGF like, fibronectin type III and laminin G domains","None","ENSG00000164318","None","0.00449136","0.0346634","1.0","By_ingredient","0.2414"
"SMTT06336","ENO2","None","enolase 2","None","ENSG00000111674","None","0.0397096","0.0812495","1.0","By_ingredient","0.1793"
"SMTT06337","ENO4","None","enolase 4","None","ENSG00000188316","None","0.00896273","0.0454633","1.0","By_ingredient","0.238"
"SMTT06342","ENPP4","None","ectonucleotide pyrophosphatase/phosphodiesterase 4","None","ENSG00000001561","None","0.0134142","0.0525072","1.0","By_ingredient","0.2043"
"SMTT06399","ERP27","None","endoplasmic reticulum protein 27","None","ENSG00000139055","None","0.0353758","0.0768127","1.0","By_ingredient","0.2029"
"SMTT06401","ERP44","None","endoplasmic reticulum protein 44","None","ENSG00000023318","None","0.0266499","0.0686308","1.0","By_ingredient","0.2265"
"SMTT06451","FABP7","None","fatty acid binding protein 7","None","ENSG00000164434","None","0.0353758","0.0768127","1.0","By_ingredient","0.2535"
"SMTT06541","FBP2","None","fructose-bisphosphatase 2","None","ENSG00000130957","None","0.00896273","0.0454633","1.0","By_ingredient","0.2096"
"SMTT06576","FDX1","None","ferredoxin 1","None","ENSG00000137714","None","0.00896273","0.0454633","1.0","By_ingredient","0.2198"
"SMTT06620","FKBP1B","None","FK506 binding protein 1B","None","ENSG00000119782","None","0.0178458","0.0585289","1.0","By_ingredient","0.1763"
"SMTT06687","FST","None","follistatin","None","ENSG00000134363","None","0.0353758","0.0768127","1.0","By_ingredient","0.1714"
"SMTT06693","FURIN","None","furin, paired basic amino acid cleaving enzyme","None","ENSG00000140564","None","0.0310226","0.0728583","1.0","By_ingredient","0.1922"
"SMTT06746","GALM","None","galactose mutarotase","None","ENSG00000143891","None","0.0397096","0.0812495","1.0","By_ingredient","0.1923"
"SMTT06771","GART","None","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase","None","ENSG00000159131","None","0.0310226","0.0728583","1.0","By_ingredient","0.191"
"SMTT06781","GBF1","None","golgi brefeldin A resistant guanine nucleotide exchange factor 1","None","ENSG00000107862","None","0.0134142","0.0525072","1.0","By_ingredient","0.2275"
"SMTT06799","GDE1","None","glycerophosphodiester phosphodiesterase 1","None","ENSG00000006007","None","0.0134142","0.0525072","1.0","By_ingredient","0.2015"
"SMTT06801","GDF11","None","growth differentiation factor 11","None","ENSG00000135414","None","0.00896273","0.0454633","1.0","By_ingredient","0.2457"
"SMTT06803","GDF7","None","growth differentiation factor 7","None","ENSG00000143869","None","0.00449136","0.0346634","1.0","By_ingredient","0.2283"
"SMTT06804","GDF9","None","growth differentiation factor 9","None","ENSG00000164404","None","0.00449136","0.0346634","1.0","By_ingredient","0.2332"
"SMTT06805","GDPD1","None","glycerophosphodiester phosphodiesterase domain containing 1","None","ENSG00000153982","None","0.00896273","0.0454633","1.0","By_ingredient","0.2139"
"SMTT06806","GDPD2","None","glycerophosphodiester phosphodiesterase domain containing 2","None","ENSG00000130055","None","0.00896273","0.0454633","1.0","By_ingredient","0.2185"
"SMTT06807","GDPD3","None","glycerophosphodiester phosphodiesterase domain containing 3","None","ENSG00000102886","None","0.0178458","0.0585289","1.0","By_ingredient","0.1783"
