Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT01244","FH","1","Fumarate Hydratase","None","ENSG00000091483","None","0.0266499","0.0686308","1.0","By_ingredient","0.1852"
"SMTT01302","FTO","16","FTO, Alpha-ketoglutarate Dependent Dioxygenase","Alpha-ketoglutarate-dependent Dioxygenase FTO","ENSG00000140718","Q9C0B1","0.0134142","0.0525072","1.0","By_ingredient","0.1782"
"SMTT01315","G6PC","17","Glucose-6-phosphatase Catalytic Subunit","None","ENSG00000131482","None","0.00175693","0.0222049","1.0","By_ingredient","0.4099"
"SMTT01332","GALNS","16","Galactosamine (N-acetyl)-6-sulfatase","None","ENSG00000141012","None","0.0222577","0.0642337","1.0","By_ingredient","0.2213"
"SMTT01358","GCSH","16","Glycine Cleavage System Protein H","Glycine Cleavage System H Protein, Mitochondrial","ENSG00000140905","P23434","0.0134142","0.0525072","1.0","By_ingredient","0.2274"
"SMTT01360","GDF1","19","Growth Differentiation Factor 1","None","ENSG00000223802","None","0.0134142","0.0525072","1.0","By_ingredient","0.2093"
"SMTT01362","GDF3","12","Growth Differentiation Factor 3","None","ENSG00000184344","None","0.00449136","0.0346634","1.0","By_ingredient","0.2519"
"SMTT01363","GDF5","20","Growth Differentiation Factor 5","Growth/differentiation Factor 5","ENSG00000125965","P43026","0.00449136","0.0346634","1.0","By_ingredient","0.2318"
"SMTT01364","GDF6","8","Growth Differentiation Factor 6","None","ENSG00000156466","None","0.00449136","0.0346634","1.0","By_ingredient","0.2495"
"SMTT01372","GFPT1","2","Glutamine--fructose-6-phosphate Transaminase 1","None","ENSG00000198380","None","0.00896273","0.0454633","1.0","By_ingredient","0.193"
"SMTT01406","GLUL","1","Glutamate-ammonia Ligase","Glutamine Synthetase","ENSG00000135821","P15104","0.00107128","0.0163357","1.0","By_ingredient","0.3908"
"SMTT01553","HK1","10","Hexokinase 1","Hexokinase-1","ENSG00000156515","P19367","0.00449136","0.0346634","1.0","By_ingredient","0.1965"
"SMTT01566","HMGCL","1","3-hydroxymethyl-3-methylglutaryl-CoA Lyase","Hydroxymethylglutaryl-CoA Lyase, Mitochondrial","ENSG00000117305","P35914","0.0310226","0.0728583","1.0","By_ingredient","0.1944"
"SMTT01603","HS3ST3A1","None","heparan sulfate-glucosamine 3-sulfotransferase 3A1","Heparan Sulfate Glucosamine 3-O-sulfotransferase 3A1","ENSG00000153976","Q9Y663","0.00896273","0.0454633","1.0","By_ingredient","0.219"
"SMTT01641","IDH1","2","Isocitrate Dehydrogenase (NADP(+)) 1, Cytosolic","Isocitrate Dehydrogenase [NADP] Cytoplasmic","ENSG00000138413","O75874","0.0353758","0.0768127","1.0","By_ingredient","0.1892"
"SMTT01642","IDH2","15","Isocitrate Dehydrogenase (NADP(+)) 2, Mitochondrial","Isocitrate Dehydrogenase [NADP], Mitochondrial","ENSG00000182054","P48735","0.0222577","0.0642337","1.0","By_ingredient","0.1818"
"SMTT01643","IDH3B","20","Isocitrate Dehydrogenase 3 (NAD(+)) Beta","Isocitrate Dehydrogenase [NAD] Subunit Beta, Mitochondrial","ENSG00000101365","O43837","0.0310226","0.0728583","1.0","By_ingredient","0.2065"
"SMTT01717","IMPDH1","7","Inosine Monophosphate Dehydrogenase 1","Inosine-5'-monophosphate Dehydrogenase 1","ENSG00000106348","P20839","0.0310226","0.0728583","1.0","By_ingredient","0.2025"
"SMTT01762","ITPA","20","Inosine Triphosphatase","Inosine Triphosphate Pyrophosphatase","ENSG00000125877","Q9BY32","0.00896273","0.0454633","1.0","By_ingredient","0.2164"
"SMTT01767","IYD","6","Iodotyrosine Deiodinase","Iodotyrosine Deiodinase 1","ENSG00000009765","Q6PHW0","0.0440241","0.085484","1.0","By_ingredient","0.2221"
"SMTT01792","KCNAB2","1","Potassium Voltage-gated Channel Subfamily A Regulatory Beta Subunit 2","None","ENSG00000069424","None","0.0134142","0.0525072","1.0","By_ingredient","0.191"
"SMTT01905","LACC1","13","Laccase Domain Containing 1","None","ENSG00000179630","None","0.0134142","0.0525072","1.0","By_ingredient","0.2331"
"SMTT01931","LEMD2","6","LEM Domain Containing 2","None","ENSG00000161904","None","0.00896273","0.0454633","1.0","By_ingredient","0.2254"
"SMTT01932","LEMD3","12","LEM Domain Containing 3","None","ENSG00000174106","None","0.00896273","0.0454633","1.0","By_ingredient","0.1935"
"SMTT01939","LGSN","None","lengsin, lens protein with glutamine synthetase domain","Lengsin","ENSG00000146166","Q5TDP6","0.0222577","0.0642337","1.0","By_ingredient","0.198"
"SMTT02044","MARS2","2","Methionyl-tRNA Synthetase 2, Mitochondrial","None","ENSG00000247626","None","0.0222577","0.0642337","1.0","By_ingredient","0.2139"
"SMTT02060","MCEE","2","Methylmalonyl-CoA Epimerase","None","ENSG00000124370","None","0.0353758","0.0768127","1.0","By_ingredient","0.2148"
"SMTT02128","MMACHC","1","Methylmalonic Aciduria (cobalamin Deficiency) CblC Type, With Homocystinuria","Methylmalonic Aciduria And Homocystinuria Type C Protein","ENSG00000132763","Q9Y4U1","0.0134142","0.0525072","1.0","By_ingredient","0.1999"
"SMTT02131","MMEL1","1","Membrane Metalloendopeptidase Like 1","None","ENSG00000142606","None","0.00449136","0.0346634","1.0","By_ingredient","0.2402"
"SMTT02177","MSTN","2","Myostatin","Growth/differentiation Factor 8","ENSG00000138379","O14793","0.0178458","0.0585289","1.0","By_ingredient","0.1917"
"SMTT02200","MVK","12","Mevalonate Kinase","Mevalonate Kinase","ENSG00000110921","Q03426","0.00896273","0.0454633","1.0","By_ingredient","0.2075"
"SMTT02217","MYLK","3","Myosin Light Chain Kinase","None","ENSG00000065534","None","0.0222577","0.0642337","1.0","By_ingredient","0.2163"
"SMTT02236","NAGA","22","Alpha-N-acetylgalactosaminidase","Alpha-N-acetylgalactosaminidase","ENSG00000198951","P17050","0.0266499","0.0686308","1.0","By_ingredient","0.193"
"SMTT02237","NAGLU","17","N-acetyl-alpha-glucosaminidase","Alpha-N-acetylglucosaminidase","ENSG00000108784","P54802","0.0178458","0.0585289","1.0","By_ingredient","0.2187"
"SMTT02249","NCF2","1","Neutrophil Cytosolic Factor 2","Neutrophil Cytosol Factor 2","ENSG00000116701","P19878","0.0353758","0.0768127","1.0","By_ingredient","0.1761"
"SMTT02276","NDUFAF5","20","NADH:ubiquinone Oxidoreductase Complex Assembly Factor 5","None","ENSG00000101247","None","0.0178458","0.0585289","1.0","By_ingredient","0.2132"
"SMTT02292","NECTIN1","11","Nectin Cell Adhesion Molecule 1","None","ENSG00000110400","None","0.0178458","0.0585289","1.0","By_ingredient","0.1951"
"SMTT02320","NHP2","5","NHP2 Ribonucleoprotein","None","ENSG00000145912","None","0.0310226","0.0728583","1.0","By_ingredient","0.2079"
"SMTT02330","NLGN4X","X","Neuroligin 4, X-linked","None","ENSG00000146938","None","0.0266499","0.0686308","1.0","By_ingredient","0.2076"
"SMTT02336","NME1","17","NME/NM23 Nucleoside Diphosphate Kinase 1","Nucleoside Diphosphate Kinase A","ENSG00000239672","P15531","0.0483194","0.0894056","1.0","By_ingredient","0.1842"
"SMTT02337","NME8","7","NME/NM23 Family Member 8","None","ENSG00000086288","None","0.0178458","0.0585289","1.0","By_ingredient","0.2264"
"SMTT02338","NMNAT1","1","Nicotinamide Nucleotide Adenylyltransferase 1","Nicotinamide/nicotinic Acid Mononucleotide Adenylyltransferase 1","ENSG00000173614","Q9HAN9","0.00896273","0.0454633","1.0","By_ingredient","0.2159"
"SMTT02342","NODAL","10","Nodal Growth Differentiation Factor","None","ENSG00000156574","None","0.00449136","0.0346634","1.0","By_ingredient","0.2059"
"SMTT02397","NT5E","6","5'-nucleotidase Ecto","5'-nucleotidase","ENSG00000135318","P21589","0.0440241","0.085484","1.0","By_ingredient","0.196"
"SMTT02413","OBSL1","2","Obscurin Like 1","None","ENSG00000124006","None","0.0134142","0.0525072","1.0","By_ingredient","0.2102"
"SMTT02453","P3H1","1","Prolyl 3-hydroxylase 1","Prolyl 3-hydroxylase 1","ENSG00000117385","Q32P28","0.00896273","0.0454633","1.0","By_ingredient","0.2459"
"SMTT02465","PAM16","16","Presequence Translocase Associated Motor 16","None","ENSG00000217930","None","0.00449136","0.0346634","1.0","By_ingredient","0.2489"
"SMTT02468","PAPSS2","10","3'-phosphoadenosine 5'-phosphosulfate Synthase 2","None","ENSG00000198682","None","0.0134142","0.0525072","1.0","By_ingredient","0.1906"
"SMTT02469","PARK7","1","Parkinsonism Associated Deglycase","Protein Deglycase DJ-1","ENSG00000116288","Q99497","0.0266499","0.0686308","1.0","By_ingredient","0.1884"
"SMTT02492","PCSK1","5","Proprotein Convertase Subtilisin/kexin Type 1","Neuroendocrine Convertase 1","ENSG00000175426","P29120","0.0310226","0.0728583","1.0","By_ingredient","0.197"
"SMTT02493","PCSK2","None","proprotein convertase subtilisin/kexin type 2","Neuroendocrine Convertase 2","ENSG00000125851","P16519","0.0310226","0.0728583","1.0","By_ingredient","0.185"
"SMTT02517","PDSS1","10","Decaprenyl Diphosphate Synthase Subunit 1","None","ENSG00000148459","None","0.0310226","0.0728583","1.0","By_ingredient","0.2084"
"SMTT02518","PDSS2","6","Decaprenyl Diphosphate Synthase Subunit 2","None","ENSG00000164494","None","0.0266499","0.0686308","1.0","By_ingredient","0.2209"
"SMTT02522","PEPD","19","Peptidase D","None","ENSG00000124299","None","0.0222577","0.0642337","1.0","By_ingredient","0.2207"
"SMTT02552","PHEX","X","Phosphate Regulating Endopeptidase Homolog X-linked","None","ENSG00000102174","None","0.00449136","0.0346634","1.0","By_ingredient","0.2103"
"SMTT02556","PHGDH","1","Phosphoglycerate Dehydrogenase","D-3-phosphoglycerate Dehydrogenase","ENSG00000092621","O43175","0.000879081","0.0146331","1.0","By_ingredient","0.398"
"SMTT02579","PIK3CD","1","Phosphatidylinositol-4,5-bisphosphate 3-kinase Catalytic Subunit Delta","Phosphatidylinositol 4,5-bisphosphate 3-kinase Catalytic Subunit Delta Isoform","ENSG00000171608","O00329","0.00854186","0.0447122","1.0","By_ingredient","0.465"
"SMTT02627","PMM2","16","Phosphomannomutase 2","None","ENSG00000140650","None","0.0266499","0.0686308","1.0","By_ingredient","0.1896"
"SMTT02642","PNPT1","2","Polyribonucleotide Nucleotidyltransferase 1","None","ENSG00000138035","None","0.0134142","0.0525072","1.0","By_ingredient","0.2048"
"SMTT02696","PPP3CA","None","protein phosphatase 3 catalytic subunit alpha","Serine/threonine-protein Phosphatase 2B Catalytic Subunit Alpha Isoform","ENSG00000138814","Q08209","0.0440241","0.085484","1.0","By_ingredient","0.1935"
"SMTT02697","PPP5C","None","protein phosphatase 5 catalytic subunit","Serine/threonine-protein Phosphatase 5","ENSG00000011485","P53041","0.0353758","0.0768127","1.0","By_ingredient","0.1995"
"SMTT02731","PRODH","22","Proline Dehydrogenase 1","Proline Dehydrogenase 1, Mitochondrial","ENSG00000100033","O43272","0.0310226","0.0728583","1.0","By_ingredient","0.1916"
"SMTT02821","RAD51C","17","RAD51 Paralog C","None","ENSG00000108384","None","0.0397096","0.0812495","1.0","By_ingredient","0.1844"
"SMTT02864","REG1A","None","regenerating family member 1 alpha","Lithostathine-1-alpha","ENSG00000115386","P05451","0.0310226","0.0728583","1.0","By_ingredient","0.2047"
"SMTT02882","RGS9","17","Regulator Of G Protein Signaling 9","None","ENSG00000108370","None","0.0178458","0.0585289","1.0","By_ingredient","0.223"
"SMTT02898","RNASE3","None","ribonuclease A family member 3","Eosinophil Cationic Protein","ENSG00000169397","P12724","0.0134142","0.0525072","1.0","By_ingredient","0.2073"
"SMTT02899","RNASEH1","2","Ribonuclease H1","None","ENSG00000171865","None","0.0353758","0.0768127","1.0","By_ingredient","0.2016"
"SMTT02929","RPIA","2","Ribose 5-phosphate Isomerase A","Ribose-5-phosphate Isomerase","ENSG00000153574","P49247","0.0134142","0.0525072","1.0","By_ingredient","0.2048"
"SMTT02958","RSPO1","1","R-spondin 1","None","ENSG00000169218","None","0.0266499","0.0686308","1.0","By_ingredient","0.2119"
"SMTT02959","RSPO4","20","R-spondin 4","None","ENSG00000101282","None","0.0266499","0.0686308","1.0","By_ingredient","0.213"
"SMTT02961","RTEL1","20","Regulator Of Telomere Elongation Helicase 1","None","ENSG00000258366","None","0.00896273","0.0454633","1.0","By_ingredient","0.2265"
"SMTT02963","RTN4IP1","6","Reticulon 4 Interacting Protein 1","None","ENSG00000130347","None","0.0134142","0.0525072","1.0","By_ingredient","0.2089"
"SMTT03016","SDHA","5","Succinate Dehydrogenase Complex Flavoprotein Subunit A","Succinate Dehydrogenase [ubiquinone] Flavoprotein Subunit, Mitochondrial","ENSG00000073578","P31040","0.00397207","0.032859","1.0","By_ingredient","0.3685"
"SMTT03019","SDHB","1","Succinate Dehydrogenase Complex Iron Sulfur Subunit B","Succinate Dehydrogenase [ubiquinone] Iron-sulfur Subunit, Mitochondrial","ENSG00000117118","P21912","0.0353758","0.0768127","1.0","By_ingredient","0.1939"
"SMTT03020","SDHC","1","Succinate Dehydrogenase Complex Subunit C","Succinate Dehydrogenase Cytochrome B560 Subunit, Mitochondrial","ENSG00000143252","Q99643","0.0310226","0.0728583","1.0","By_ingredient","0.198"
"SMTT03032","SEMA3A","7","Semaphorin 3A","None","ENSG00000075213","None","0.0266499","0.0686308","1.0","By_ingredient","0.1811"
"SMTT03033","SEMA3C","7","Semaphorin 3C","None","ENSG00000075223","None","0.0310226","0.0728583","1.0","By_ingredient","0.2027"
"SMTT03034","SEMA3D","7","Semaphorin 3D","None","ENSG00000153993","None","0.0178458","0.0585289","1.0","By_ingredient","0.2315"
"SMTT03035","SEMA3E","7","Semaphorin 3E","None","ENSG00000170381","None","0.0178458","0.0585289","1.0","By_ingredient","0.1855"
"SMTT03036","SEMA4A","1","Semaphorin 4A","None","ENSG00000196189","None","0.0178458","0.0585289","1.0","By_ingredient","0.23"
"SMTT03037","SEMA5A","5","Semaphorin 5A","None","ENSG00000112902","None","0.0178458","0.0585289","1.0","By_ingredient","0.1937"
"SMTT03061","SFTPA2","10","Surfactant Protein A2","None","ENSG00000185303","None","0.0310226","0.0728583","1.0","By_ingredient","0.2138"
"SMTT03075","SH2D1A","X","SH2 Domain Containing 1A","None","ENSG00000183918","None","0.00449136","0.0346634","1.0","By_ingredient","0.214"
"SMTT03087","SIK1","21","Salt Inducible Kinase 1","Serine/threonine-protein Kinase SIK1","ENSG00000142178","P57059","0.0266499","0.0686308","1.0","By_ingredient","0.225"
"SMTT03092","SIRT1","None","sirtuin 1","NAD-dependent Protein Deacetylase Sirtuin-1","ENSG00000096717","Q96EB6","0.0212928","0.063181","1.0","By_ingredient","0.3682"
"SMTT03107","SLC13A5","17","Solute Carrier Family 13 Member 5","None","ENSG00000141485","None","0.00896273","0.0454633","1.0","By_ingredient","0.2404"
"SMTT03132","SLC25A1","22","Solute Carrier Family 25 Member 1","None","ENSG00000100075","None","0.0222577","0.0642337","1.0","By_ingredient","0.2023"
"SMTT03190","SLC6A1","3","Solute Carrier Family 6 Member 1","Sodium- And Chloride-dependent GABA Transporter 1","ENSG00000157103","P30531","0.0353758","0.0768127","1.0","By_ingredient","0.2786"
"SMTT03247","SNRPB","20","Small Nuclear Ribonucleoprotein Polypeptides B And B1","None","ENSG00000125835","None","0.0310226","0.0728583","1.0","By_ingredient","0.206"
"SMTT03280","SPEG","2","SPEG Complex Locus","None","ENSG00000072195","None","0.0222577","0.0642337","1.0","By_ingredient","0.2237"
"SMTT03322","STEAP3","2","STEAP3 Metalloreductase","None","ENSG00000115107","None","0.0178458","0.0585289","1.0","By_ingredient","0.1926"
"SMTT03330","STRADA","17","STE20-related Kinase Adaptor Alpha","None","ENSG00000266173","None","0.00896273","0.0454633","1.0","By_ingredient","0.2201"
"SMTT03377","TALDO1","11","Transaldolase 1","None","ENSG00000177156","None","0.0134142","0.0525072","1.0","By_ingredient","0.2117"
"SMTT03448","TGFB2","1","Transforming Growth Factor Beta 2","None","ENSG00000092969","None","0.0440241","0.085484","1.0","By_ingredient","0.2175"
"SMTT03449","TGFB3","14","Transforming Growth Factor Beta 3","Transforming Growth Factor Beta-3","ENSG00000119699","P10600","0.0353758","0.0768127","1.0","By_ingredient","0.2066"
"SMTT03532","TPI1","12","Triosephosphate Isomerase 1","Triosephosphate Isomerase","ENSG00000111669","P60174","0.0438061","0.0853065","1.0","By_ingredient","0.3853"
"SMTT03584","TRPC6","11","Transient Receptor Potential Cation Channel Subfamily C Member 6","None","ENSG00000137672","None","0.0310226","0.0728583","1.0","By_ingredient","0.2444"
"SMTT03619","TTN","2","Titin","None","ENSG00000155657","None","0.0178458","0.0585289","1.0","By_ingredient","0.1885"
"SMTT03651","UBA1","X","Ubiquitin Like Modifier Activating Enzyme 1","Ubiquitin-like Modifier-activating Enzyme 1","ENSG00000130985","P22314","0.0266499","0.0686308","1.0","By_ingredient","0.1672"
"SMTT03667","UMPS","3","Uridine Monophosphate Synthetase","Uridine 5'-monophosphate Synthase","ENSG00000114491","P11172","0.0310226","0.0728583","1.0","By_ingredient","0.2015"
"SMTT03673","UNG","12","Uracil DNA Glycosylase","Uracil-DNA Glycosylase","ENSG00000076248","P13051","0.0310226","0.0728583","1.0","By_ingredient","0.2074"
"SMTT03704","VCP","9","Valosin Containing Protein","Transitional Endoplasmic Reticulum ATPase","ENSG00000165280","P55072","0.0222577","0.0642337","1.0","By_ingredient","0.2061"
"SMTT03738","WDR36","5","WD Repeat Domain 36","None","ENSG00000134987","None","0.00896273","0.0454633","1.0","By_ingredient","0.2502"
"SMTT03771","XPNPEP3","22","X-prolyl Aminopeptidase 3","None","ENSG00000196236","None","0.0178458","0.0585289","1.0","By_ingredient","0.2027"
"SMTT03793","ZEB1","10","Zinc Finger E-box Binding Homeobox 1","None","ENSG00000148516","None","0.0440241","0.085484","1.0","By_ingredient","0.1888"
"SMTT03868","CDKN3","14","Cyclin Dependent Kinase Inhibitor 3","None","ENSG00000100526","Q16667","0.0397096","0.0812495","1.0","By_ingredient","0.2055"
"SMTT03883","CHI3L1","1","Chitinase 3 Like 1","None","ENSG00000133048","P36222","0.00055021","0.0106403","1.0","By_ingredient","0.3903"
"SMTT03901","CNP","17","2',3'-cyclic Nucleotide 3' Phosphodiesterase","None","ENSG00000173786","P09543","0.0222577","0.0642337","1.0","By_ingredient","0.2112"
"SMTT03910","AMY1C","1","Amylase, Alpha 1C (salivary)","None","ENSG00000187733","P04745","0.00896273","0.0454633","1.0","By_ingredient","0.2342"
"SMTT03938","GCG","2","Glucagon","None","ENSG00000115263","P01275","0.0167321","0.0576709","1.0","By_ingredient","0.4686"
"SMTT03970","FOSL2","2","FOS Like 2, AP-1 Transcription Factor Subunit","None","ENSG00000075426","P15408","0.0483194","0.0894056","1.0","By_ingredient","0.1993"
"SMTT03994","CLEC11A","19","C-type Lectin Domain Containing 11A","None","ENSG00000105472","Q9Y240","0.0266499","0.0686308","1.0","By_ingredient","0.2033"
"SMTT04028","RGS2","1","Regulator Of G Protein Signaling 2","None","ENSG00000116741","P41220","0.0483194","0.0894056","1.0","By_ingredient","0.1871"
"SMTT04029","RGS4","1","Regulator Of G Protein Signaling 4","None","ENSG00000117152","P49798","0.0222577","0.0642337","1.0","By_ingredient","0.1988"
"SMTT04100","PRDX4","X","Peroxiredoxin 4","None","ENSG00000123131","Q13162","0.0353758","0.0768127","1.0","By_ingredient","0.2056"
"SMTT04126","EEF1E1","6","Eukaryotic Translation Elongation Factor 1 Epsilon 1","None","ENSG00000124802","O43324","0.0397096","0.0812495","1.0","By_ingredient","0.1945"
