Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT00241","AQP1","None","aquaporin 1 (Colton blood group)","Aquaporin-1","ENSG00000240583","P29972","0.0388498","0.0802502","1.0","By_ingredient","0.1946"
"SMTT00244","AR","X","Androgen Receptor","Androgen Receptor","ENSG00000169083","P10275","7.51539e-06","0.000227843","0.664618","By_ingredient","4.2772"
"SMTT00245","ARFGEF2","20","ADP Ribosylation Factor Guanine Nucleotide Exchange Factor 2","None","ENSG00000124198","None","0.00395393","0.032859","1.0","By_ingredient","0.2062"
"SMTT00276","ASPM","1","Abnormal Spindle Microtubule Assembly","None","ENSG00000066279","None","0.0118154","0.0501663","1.0","By_ingredient","0.1957"
"SMTT00287","ATM","11","ATM Serine/threonine Kinase","Serine-protein Kinase ATM","ENSG00000149311","Q13315","0.00275313","0.0141089","1.0","By_ingredient","0.1637"
"SMTT00297","ATP5B","None","None","ATP Synthase Subunit Beta, Mitochondrial","None","P06576","4.77576e-06","0.00016063","0.422456","By_ingredient","0.4178"
"SMTT00308","ATP8B1","18","ATPase Phospholipid Transporting 8B1","None","ENSG00000081923","None","0.0273545","0.069462","1.0","By_ingredient","0.185"
"SMTT00321","AURKA","None","aurora kinase A","Aurora Kinase A","ENSG00000087586","O14965","0.0464385","0.0878374","1.0","By_ingredient","0.1749"
"SMTT00323","AUTS2","7","AUTS2, Activator Of Transcription And Developmental Regulator","None","ENSG00000158321","None","0.0196154","0.0606357","1.0","By_ingredient","0.1708"
"SMTT00335","B4GALT4","None","beta-1,4-galactosyltransferase 4","Beta-1,4-galactosyltransferase 4","ENSG00000121578","O60513","0.000918508","0.00682682","1.0","By_ingredient","0.1965"
"SMTT00341","BAD","None","BCL2 associated agonist of cell death","Bcl2-associated Agonist Of Cell Death","ENSG00000002330","Q92934","0.00280808","0.0241431","1.0","By_ingredient","0.3215"
"SMTT00342","BAG3","10","BCL2 Associated Athanogene 3","None","ENSG00000151929","None","0.0388498","0.0802502","1.0","By_ingredient","0.1557"
"SMTT00343","BANF1","11","Barrier To Autointegration Factor 1","None","ENSG00000175334","None","0.0157231","0.0562079","1.0","By_ingredient","0.1704"
"SMTT00344","BAP1","3","BRCA1 Associated Protein 1","None","ENSG00000163930","None","0.000918508","0.00682682","1.0","By_ingredient","0.1755"
"SMTT00358","BCKDHB","6","Branched Chain Keto Acid Dehydrogenase E1 Subunit Beta","None","ENSG00000083123","None","0.0118154","0.0501663","1.0","By_ingredient","0.1959"
"SMTT00361","BCL2","18","BCL2, Apoptosis Regulator","Apoptosis Regulator Bcl-2","ENSG00000171791","P10415","9.37042e-05","0.00139508","1.0","By_ingredient","0.9408"
"SMTT00368","BCS1L","2","BCS1 Homolog, Ubiquinol-cytochrome C Reductase Complex Chaperone","None","ENSG00000074582","None","0.00789239","0.0435328","1.0","By_ingredient","0.1983"
"SMTT00380","BIRC5","None","baculoviral IAP repeat containing 5","Baculoviral IAP Repeat-containing Protein 5","ENSG00000089685","O15392","6.73229e-05","0.00153469","1.0","By_ingredient","0.6805"
"SMTT00382","BLM","15","Bloom Syndrome RecQ Like Helicase","None","ENSG00000197299","None","0.0273545","0.069462","1.0","By_ingredient","0.1735"
"SMTT00385","BLOC1S6","15","Biogenesis Of Lysosomal Organelles Complex 1 Subunit 6","None","ENSG00000104164","None","0.00395393","0.032859","1.0","By_ingredient","0.177"
"SMTT00402","BRCA2","13","BRCA2, DNA Repair Associated","None","ENSG00000139618","None","0.0234926","0.0652382","1.0","By_ingredient","0.2037"
"SMTT00409","BTK","X","Bruton Tyrosine Kinase","Tyrosine-protein Kinase BTK","ENSG00000010671","Q06187","0.00549911","0.0197561","1.0","By_ingredient","0.1817"
"SMTT00412","BUB1","2","BUB1 Mitotic Checkpoint Serine/threonine Kinase","None","ENSG00000169679","None","0.000426832","0.00682682","1.0","By_ingredient","0.3511"
"SMTT00413","BUB1B","15","BUB1 Mitotic Checkpoint Serine/threonine Kinase B","None","ENSG00000156970","None","0.0157231","0.0562079","1.0","By_ingredient","0.1648"
"SMTT00436","CA2","8","Carbonic Anhydrase 2","Carbonic Anhydrase 2","ENSG00000104267","P00918","0.420593","0.45254","1.0","By_ingredient","2.7335"
"SMTT00461","CALM3","19","Calmodulin 3","None","ENSG00000160014","None","5.71159e-06","0.000184651","0.50465","By_ingredient","1.2651"
"SMTT00468","CANT1","17","Calcium Activated Nucleotidase 1","Soluble Calcium-activated Nucleotidase 1","ENSG00000171302","Q8WVQ1","0.00395393","0.032859","1.0","By_ingredient","0.1999"
"SMTT00478","CASP10","2","Caspase 10","None","ENSG00000003400","None","0.0273545","0.069462","1.0","By_ingredient","0.2002"
"SMTT00480","CASP3","None","caspase 3","Caspase-3","ENSG00000164305","P42574","0.000188231","0.0022739","1.0","By_ingredient","1.069"
"SMTT00482","CASP8","2","Caspase 8","Caspase-8","ENSG00000064012","Q14790","0.0069577","0.0413912","1.0","By_ingredient","0.4998"
"SMTT00487","CAT","11","Catalase","Catalase","ENSG00000121691","P04040","0.0458414","0.0681433","1.0","By_ingredient","0.305"
"SMTT00490","CAV1","7","Caveolin 1","None","ENSG00000105974","None","0.00227292","0.0228688","1.0","By_ingredient","0.3129"
"SMTT00514","CCDC88C","14","Coiled-coil Domain Containing 88C","None","ENSG00000015133","None","0.00789239","0.0435328","1.0","By_ingredient","0.1947"
"SMTT00516","CCL2","None","C-C motif chemokine ligand 2","C-C Motif Chemokine 2","ENSG00000108691","P13500","0.000149921","0.00193166","1.0","By_ingredient","0.3449"
"SMTT00520","CCNA2","None","cyclin A2","Cyclin-A2","ENSG00000145386","P20248","0.000217227","0.00251118","1.0","By_ingredient","2.103"
"SMTT00523","CCNF","16","Cyclin F","None","ENSG00000162063","None","0.0273545","0.069462","1.0","By_ingredient","0.1804"
"SMTT00537","CD274","None","CD274 molecule","Programmed Cell Death 1 Ligand 1","ENSG00000120217","Q9NZQ7","0.0388498","0.0802502","1.0","By_ingredient","0.1661"
"SMTT00540","CD320","19","CD320 Molecule","None","ENSG00000167775","None","0.0118154","0.0501663","1.0","By_ingredient","0.1963"
"SMTT00547","CD40LG","X","CD40 Ligand","CD40 Ligand","ENSG00000102245","P29965","0.0196154","0.0606357","1.0","By_ingredient","0.1696"
"SMTT00560","CDC6","17","Cell Division Cycle 6","None","ENSG00000094804","None","0.0273545","0.069462","1.0","By_ingredient","0.1917"
"SMTT00569","CDK2","None","cyclin dependent kinase 2","Cyclin-dependent Kinase 2","ENSG00000123374","P24941","4.22261e-05","0.000800179","1.0","By_ingredient","1.7339"
"SMTT00573","CDK5RAP2","9","CDK5 Regulatory Subunit Associated Protein 2","None","ENSG00000136861","None","0.00789239","0.0435328","1.0","By_ingredient","0.1996"
"SMTT00577","CDKN1A","6","Cyclin Dependent Kinase Inhibitor 1A","Cyclin-dependent Kinase Inhibitor 1","ENSG00000124762","P38936","0.000770615","0.00602556","1.0","By_ingredient","0.6059"
"SMTT00578","CDKN1B","12","Cyclin Dependent Kinase Inhibitor 1B","None","ENSG00000111276","None","0.000918508","0.00682682","1.0","By_ingredient","0.1582"
"SMTT00579","CDKN1C","11","Cyclin Dependent Kinase Inhibitor 1C","None","ENSG00000129757","None","0.0426516","0.0842538","1.0","By_ingredient","0.1908"
"SMTT00580","CDKN2A","9","Cyclin Dependent Kinase Inhibitor 2A","None","ENSG00000147889","None","0.000426832","0.00899196","1.0","By_ingredient","0.3263"
"SMTT00586","CDT1","16","Chromatin Licensing And DNA Replication Factor 1","None","ENSG00000167513","None","0.0196154","0.0606357","1.0","By_ingredient","0.1838"
"SMTT00594","CENPE","4","Centromere Protein E","Centromere-associated Protein E","ENSG00000138778","Q02224","0.0234926","0.0652382","1.0","By_ingredient","0.1797"
"SMTT00595","CENPJ","13","Centromere Protein J","None","ENSG00000151849","None","0.0157231","0.0562079","1.0","By_ingredient","0.2092"
"SMTT00600","CEP152","15","Centrosomal Protein 152","None","ENSG00000103995","None","0.0118154","0.0501663","1.0","By_ingredient","0.2011"
"SMTT00605","CEP57","11","Centrosomal Protein 57","None","ENSG00000166037","None","0.0234926","0.0652382","1.0","By_ingredient","0.1872"
"SMTT00622","CFTR","7","Cystic Fibrosis Transmembrane Conductance Regulator","Cystic Fibrosis Transmembrane Conductance Regulator","ENSG00000001626","P13569","0.000918508","0.00682682","1.0","By_ingredient","0.2145"
"SMTT00628","CHEK2","22","Checkpoint Kinase 2","Serine/threonine-protein Kinase Chk2","ENSG00000183765","O96017","2.38918e-06","9.48488e-05","0.211228","By_ingredient","0.3328"
"SMTT00635","CHN1","2","Chimerin 1","None","ENSG00000128656","None","0.00395393","0.032859","1.0","By_ingredient","0.1815"
"SMTT00636","CHRM1","None","cholinergic receptor muscarinic 1","Muscarinic Acetylcholine Receptor M1","ENSG00000168539","P11229","0.0189598","0.0381025","1.0","By_ingredient","0.8013"
"SMTT00661","CKAP2L","2","Cytoskeleton Associated Protein 2 Like","None","ENSG00000169607","None","0.00395393","0.032859","1.0","By_ingredient","0.231"
"SMTT00683","CLN8","8","CLN8, Transmembrane ER And ERGIC Protein","None","ENSG00000182372","None","0.0118154","0.0501663","1.0","By_ingredient","0.2072"
"SMTT00701","CNTNAP2","7","Contactin Associated Protein Like 2","None","ENSG00000174469","None","0.00395393","0.032859","1.0","By_ingredient","0.3053"
"SMTT00705","COCH","14","Cochlin","None","ENSG00000100473","None","0.00395393","0.032859","1.0","By_ingredient","0.1938"
"SMTT00708","COG4","16","Component Of Oligomeric Golgi Complex 4","None","ENSG00000103051","None","0.00395393","0.032859","1.0","By_ingredient","0.1997"
"SMTT00709","COG5","7","Component Of Oligomeric Golgi Complex 5","None","ENSG00000164597","None","0.00789239","0.0435328","1.0","By_ingredient","0.1895"
"SMTT00710","COG6","13","Component Of Oligomeric Golgi Complex 6","None","ENSG00000133103","None","0.00789239","0.0435328","1.0","By_ingredient","0.222"
"SMTT00746","COLQ","3","Collagen Like Tail Subunit Of Asymmetric Acetylcholinesterase","None","ENSG00000206561","None","0.0157231","0.0562079","1.0","By_ingredient","0.1931"
"SMTT00752","COQ7","16","Coenzyme Q7, Hydroxylase","None","ENSG00000167186","None","0.00789239","0.0435328","1.0","By_ingredient","0.2022"
"SMTT00777","CPT1A","11","Carnitine Palmitoyltransferase 1A","Carnitine O-palmitoyltransferase 1, Liver Isoform","ENSG00000110090","P50416","0.00183622","0.0110243","1.0","By_ingredient","0.1702"
"SMTT00797","CRYAB","11","Crystallin Alpha B","None","ENSG00000109846","None","0.000918508","0.00682682","1.0","By_ingredient","0.1863"
"SMTT00819","CSTA","3","Cystatin A","None","ENSG00000121552","None","0.0234926","0.0652382","1.0","By_ingredient","0.1643"
"SMTT00821","CTBP1","4","C-terminal Binding Protein 1","C-terminal-binding Protein 1","ENSG00000159692","Q13363","0.0388498","0.0802502","1.0","By_ingredient","0.1735"
"SMTT00831","CTNND2","5","Catenin Delta 2","None","ENSG00000169862","None","0.00789239","0.0435328","1.0","By_ingredient","0.1852"
"SMTT00833","CTPS1","1","CTP Synthase 1","CTP Synthase 1","ENSG00000171793","P17812","0.0118154","0.0501663","1.0","By_ingredient","0.1865"
"SMTT00837","CTSC","11","Cathepsin C","None","ENSG00000109861","None","0.0350331","0.0765798","1.0","By_ingredient","0.1628"
"SMTT00841","CTSH","15","Cathepsin H","Pro-cathepsin H","ENSG00000103811","P09668","0.0388498","0.0802502","1.0","By_ingredient","0.161"
"SMTT00851","CXCL8","None","C-X-C motif chemokine ligand 8","Interleukin-8","ENSG00000169429","P10145","0.000296968","0.00312453","1.0","By_ingredient","0.3548"
"SMTT00864","CYP19A1","15","Cytochrome P450 Family 19 Subfamily A Member 1","Aromatase","ENSG00000137869","P11511","0.00202559","0.0235758","1.0","By_ingredient","0.3409"
"SMTT00868","CYP21A2","6","Cytochrome P450 Family 21 Subfamily A Member 2","Steroid 21-hydroxylase","ENSG00000231852","P08686","0.000918508","0.00682682","1.0","By_ingredient","0.2071"
"SMTT00869","CYP24A1","20","Cytochrome P450 Family 24 Subfamily A Member 1","1,25-dihydroxyvitamin D(3) 24-hydroxylase, Mitochondrial","ENSG00000019186","Q07973","0.00275313","0.0141089","1.0","By_ingredient","0.1906"
"SMTT00883","CYP3A4","None","cytochrome P450 family 3 subfamily A member 4","Cytochrome P450 3A4","ENSG00000160868","P08684","0.0281061","0.0488682","1.0","By_ingredient","0.3561"
"SMTT00897","DARS2","1","Aspartyl-tRNA Synthetase 2, Mitochondrial","Aspartate--tRNA Ligase, Mitochondrial","ENSG00000117593","Q6PI48","0.00789239","0.0435328","1.0","By_ingredient","0.1868"
"SMTT00912","DCPS","11","Decapping Enzyme, Scavenger","M7GpppX Diphosphatase","ENSG00000110063","Q96C86","0.00789239","0.0435328","1.0","By_ingredient","0.188"
"SMTT00916","DDB2","11","Damage Specific DNA Binding Protein 2","None","ENSG00000134574","None","0.0234926","0.0652382","1.0","By_ingredient","0.1741"
"SMTT00940","DHCR7","11","7-dehydrocholesterol Reductase","7-dehydrocholesterol Reductase","ENSG00000172893","Q9UBM7","0.0273545","0.069462","1.0","By_ingredient","0.1785"
"SMTT00945","DHTKD1","10","Dehydrogenase E1 And Transketolase Domain Containing 1","None","ENSG00000181192","None","0.00395393","0.032859","1.0","By_ingredient","0.1694"
"SMTT00950","DICER1","14","Dicer 1, Ribonuclease III","None","ENSG00000100697","None","0.0312013","0.0729984","1.0","By_ingredient","0.1978"
"SMTT00955","DKC1","X","Dyskerin Pseudouridine Synthase 1","None","ENSG00000130826","None","0.0196154","0.0606357","1.0","By_ingredient","0.1779"
"SMTT00957","DLAT","11","Dihydrolipoamide S-acetyltransferase","Dihydrolipoyllysine-residue Acetyltransferase Component Of Pyruvate Dehydrogenase Complex, Mitochondrial","ENSG00000150768","P10515","0.0157231","0.0562079","1.0","By_ingredient","0.196"
"SMTT00974","DNA2","10","DNA Replication Helicase/nuclease 2","None","ENSG00000138346","None","0.00789239","0.0435328","1.0","By_ingredient","0.2043"
"SMTT01001","DNTT","None","DNA nucleotidylexotransferase","DNA Nucleotidylexotransferase","ENSG00000107447","P04053","0.0157231","0.0562079","1.0","By_ingredient","0.2662"
"SMTT01005","DOCK8","9","Dedicator Of Cytokinesis 8","None","ENSG00000107099","None","0.00789239","0.0435328","1.0","By_ingredient","0.2129"
"SMTT01008","DPAGT1","11","Dolichyl-phosphate N-acetylglucosaminephosphotransferase 1","None","ENSG00000172269","None","0.00789239","0.0435328","1.0","By_ingredient","0.1739"
"SMTT01010","DPM2","9","Dolichyl-phosphate Mannosyltransferase Subunit 2, Regulatory","None","ENSG00000136908","None","0.00789239","0.0435328","1.0","By_ingredient","0.1696"
"SMTT01022","DSC2","18","Desmocollin 2","None","ENSG00000134755","None","0.0312013","0.0729984","1.0","By_ingredient","0.1696"
"SMTT01031","DTNA","18","Dystrobrevin Alpha","None","ENSG00000134769","None","0.0196154","0.0606357","1.0","By_ingredient","0.1935"
"SMTT01033","DUOX2","15","Dual Oxidase 2","None","ENSG00000140279","None","0.0091493","0.0256322","1.0","By_ingredient","0.1876"
"SMTT01036","DUT","None","deoxyuridine triphosphatase","Deoxyuridine 5'-triphosphate Nucleotidohydrolase, Mitochondrial","ENSG00000128951","P33316","0.0273545","0.069462","1.0","By_ingredient","0.1994"
"SMTT01047","EBP","X","Emopamil Binding Protein (sterol Isomerase)","3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase","ENSG00000147155","Q15125","0.0234926","0.0652382","1.0","By_ingredient","0.1903"
"SMTT01048","ECE1","1","Endothelin Converting Enzyme 1","Endothelin-converting Enzyme 1","ENSG00000117298","P42892","0.00366925","0.0162566","1.0","By_ingredient","0.1761"
"SMTT01068","EFTUD2","17","Elongation Factor Tu GTP Binding Domain Containing 2","None","ENSG00000108883","None","0.00789239","0.0435328","1.0","By_ingredient","0.2067"
"SMTT01070","EGFR","7","Epidermal Growth Factor Receptor","Epidermal Growth Factor Receptor","ENSG00000146648","P00533","0.0209252","0.0404344","1.0","By_ingredient","0.1589"
"SMTT01084","EIF6","None","eukaryotic translation initiation factor 6","Eukaryotic Translation Initiation Factor 6","ENSG00000242372","P56537","0.0084613","0.0445018","1.0","By_ingredient","0.2894"
"SMTT01095","EMD","X","Emerin","None","ENSG00000102119","None","0.00395393","0.032859","1.0","By_ingredient","0.1953"
"SMTT01108","EP300","22","E1A Binding Protein P300","None","ENSG00000100393","None","0.00275313","0.0141089","1.0","By_ingredient","0.1736"
"SMTT01118","EPHX1","1","Epoxide Hydrolase 1","None","ENSG00000143819","None","0.0388498","0.0802502","1.0","By_ingredient","0.1948"
"SMTT01124","ERBB2","17","Erb-b2 Receptor Tyrosine Kinase 2","Receptor Tyrosine-protein Kinase ErbB-2","ENSG00000141736","P04626","0.00549911","0.0197561","1.0","By_ingredient","0.1682"
"SMTT01125","ERBB3","12","Erb-b2 Receptor Tyrosine Kinase 3","None","ENSG00000065361","None","0.0312013","0.0729984","1.0","By_ingredient","0.1757"
"SMTT01139","ESCO2","8","Establishment Of Sister Chromatid Cohesion N-acetyltransferase 2","None","ENSG00000171320","None","0.00395393","0.032859","1.0","By_ingredient","0.2256"
"SMTT01141","ESR1","6","Estrogen Receptor 1","Estrogen Receptor","ENSG00000091831","P03372","3.25937e-07","2.04921e-05","0.0288119","By_ingredient","2.867"
"SMTT01142","ESR2","None","estrogen receptor 2","Estrogen Receptor Beta","ENSG00000140009","Q92731","1.39373e-05","0.000357429","1.0","By_ingredient","1.7402"
"SMTT01154","EXOSC3","9","Exosome Component 3","None","ENSG00000107371","None","0.00789239","0.0435328","1.0","By_ingredient","0.1804"
"SMTT01155","EXOSC8","13","Exosome Component 8","None","ENSG00000120699","None","0.0157231","0.0562079","1.0","By_ingredient","0.195"
"SMTT01157","EXT1","8","Exostosin Glycosyltransferase 1","None","ENSG00000182197","None","0.0196154","0.0606357","1.0","By_ingredient","0.1738"
"SMTT01162","EZH2","7","Enhancer Of Zeste 2 Polycomb Repressive Complex 2 Subunit","None","ENSG00000106462","None","0.0157231","0.0562079","1.0","By_ingredient","0.1711"
"SMTT01169","F2R","None","coagulation factor II thrombin receptor","Proteinase-activated Receptor 1","ENSG00000181104","P25116","0.000918508","0.00682682","1.0","By_ingredient","0.374"
"SMTT01179","FAH","15","Fumarylacetoacetate Hydrolase","Fumarylacetoacetase","ENSG00000103876","P16930","0.0234926","0.0652382","1.0","By_ingredient","0.1588"
"SMTT01180","FAM111A","11","Family With Sequence Similarity 111 Member A","None","ENSG00000166801","None","0.0157231","0.0562079","1.0","By_ingredient","0.1878"
"SMTT01191","FANCD2","3","Fanconi Anemia Complementation Group D2","None","ENSG00000144554","None","0.0312013","0.0729984","1.0","By_ingredient","0.1793"
"SMTT01194","FANCG","9","Fanconi Anemia Complementation Group G","None","ENSG00000221829","None","0.00789239","0.0435328","1.0","By_ingredient","0.1771"
"SMTT01195","FANCI","15","Fanconi Anemia Complementation Group I","None","ENSG00000140525","None","0.0157231","0.0562079","1.0","By_ingredient","0.1792"
"SMTT01200","FAS","10","Fas Cell Surface Death Receptor","None","ENSG00000026103","None","0.00275313","0.0141089","1.0","By_ingredient","0.181"
"SMTT01201","FASLG","1","Fas Ligand","None","ENSG00000117560","None","0.00799828","0.0436516","1.0","By_ingredient","0.3597"
"SMTT01207","FBN1","15","Fibrillin 1","None","ENSG00000166147","None","0.0157231","0.0562079","1.0","By_ingredient","0.2152"
"SMTT01208","FBN2","5","Fibrillin 2","None","ENSG00000138829","None","0.0118154","0.0501663","1.0","By_ingredient","0.2188"
"SMTT01215","FCER2","None","Fc fragment of IgE receptor II","Low Affinity Immunoglobulin Epsilon Fc Receptor","ENSG00000104921","P06734","0.00202559","0.0197561","1.0","By_ingredient","0.3394"
"SMTT01219","FDPS","1","Farnesyl Diphosphate Synthase","Farnesyl Pyrophosphate Synthase","ENSG00000160752","P14324","0.0350331","0.0765798","1.0","By_ingredient","0.1788"
"SMTT01244","FH","1","Fumarate Hydratase","None","ENSG00000091483","None","0.0234926","0.0652382","1.0","By_ingredient","0.1739"
"SMTT01254","FLCN","17","Folliculin","None","ENSG00000154803","None","0.0118154","0.0501663","1.0","By_ingredient","0.1863"
"SMTT01270","FN1","2","Fibronectin 1","Fibronectin","ENSG00000115414","P02751","0.0109696","0.0278828","1.0","By_ingredient","0.1629"
"SMTT01272","FOS","14","Fos Proto-oncogene, AP-1 Transcription Factor Subunit","Proto-oncogene C-Fos","ENSG00000170345","P01100","7.84715e-06","0.00023566","0.693783","By_ingredient","0.7078"
"SMTT01303","FTSJ1","X","FtsJ RNA Methyltransferase Homolog 1","None","ENSG00000068438","None","0.0196154","0.0606357","1.0","By_ingredient","0.1893"
"SMTT01304","FUCA1","1","Alpha-L-fucosidase 1","None","ENSG00000179163","None","0.0350331","0.0765798","1.0","By_ingredient","0.1707"
"SMTT01308","FXYD2","11","FXYD Domain Containing Ion Transport Regulator 2","Sodium/potassium-transporting ATPase Subunit Gamma","ENSG00000137731","P54710","0.0157231","0.0562079","1.0","By_ingredient","0.1758"
"SMTT01310","FYCO1","3","FYVE And Coiled-coil Domain Containing 1","None","ENSG00000163820","None","0.00789239","0.0435328","1.0","By_ingredient","0.2113"
"SMTT01319","GABBR1","None","gamma-aminobutyric acid type B receptor subunit 1","Gamma-aminobutyric Acid Type B Receptor Subunit 1","ENSG00000204681","Q9UBS5","0.00823794","0.0241431","1.0","By_ingredient","0.1784"
"SMTT01342","GATA3","10","GATA Binding Protein 3","None","ENSG00000107485","None","0.0312013","0.0729984","1.0","By_ingredient","0.1748"
"SMTT01346","GATAD1","7","GATA Zinc Finger Domain Containing 1","None","ENSG00000157259","None","0.0157231","0.0562079","1.0","By_ingredient","0.1743"
"SMTT01354","GCK","7","Glucokinase","Glucokinase","ENSG00000106633","P35557","0.00275313","0.0141089","1.0","By_ingredient","0.1786"
"SMTT01367","GFAP","17","Glial Fibrillary Acidic Protein","None","ENSG00000131095","None","0.00549911","0.0197561","1.0","By_ingredient","0.1682"
"SMTT01374","GH1","17","Growth Hormone 1","None","ENSG00000259384","None","0.00275313","0.0141089","1.0","By_ingredient","0.1707"
"SMTT01375","GHR","5","Growth Hormone Receptor","Growth Hormone Receptor","ENSG00000112964","P10912","0.000918508","0.00682682","1.0","By_ingredient","0.1833"
