Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT02603","PLAT","8","Plasminogen Activator, Tissue Type","Tissue-type Plasminogen Activator","ENSG00000104368","P00750","0.0127868","0.0304107","1.0","By_ingredient","0.1789"
"SMTT02617","PLK1","None","polo like kinase 1","Serine/threonine-protein Kinase PLK1","ENSG00000166851","P53350","0.00117378","0.0110243","1.0","By_ingredient","0.3617"
"SMTT02618","PLK4","4","Polo Like Kinase 4","None","ENSG00000142731","None","0.00789239","0.0435328","1.0","By_ingredient","0.203"
"SMTT02622","PLOD3","7","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3","ENSG00000106397","O60568","0.0196154","0.0606357","1.0","By_ingredient","0.2061"
"SMTT02625","PLXND1","3","Plexin D1","None","ENSG00000004399","None","0.00789239","0.0435328","1.0","By_ingredient","0.1758"
"SMTT02626","PML","None","promyelocytic leukemia","Protein PML","ENSG00000140464","P29590","0.000547368","0.00682682","1.0","By_ingredient","0.3657"
"SMTT02630","PMS1","2","PMS1 Homolog 1, Mismatch Repair System Component","None","ENSG00000064933","None","0.0273545","0.069462","1.0","By_ingredient","0.207"
"SMTT02640","PNPLA8","7","Patatin Like Phospholipase Domain Containing 8","None","ENSG00000135241","None","0.0196154","0.0606357","1.0","By_ingredient","0.1941"
"SMTT02643","POC1A","3","POC1 Centriolar Protein A","None","ENSG00000164087","None","0.00395393","0.032859","1.0","By_ingredient","0.1827"
"SMTT02649","POLA1","X","DNA Polymerase Alpha 1, Catalytic Subunit","DNA Polymerase Alpha Catalytic Subunit","ENSG00000101868","P09884","0.0196154","0.0606357","1.0","By_ingredient","0.1788"
"SMTT02651","POLD1","19","DNA Polymerase Delta 1, Catalytic Subunit","None","ENSG00000062822","None","0.000328587","0.00752448","1.0","By_ingredient","0.501"
"SMTT02652","POLE","12","DNA Polymerase Epsilon, Catalytic Subunit","DNA Polymerase Epsilon Catalytic Subunit A","ENSG00000177084","Q07864","0.0157231","0.0562079","1.0","By_ingredient","0.202"
"SMTT02668","PON1","7","Paraoxonase 1","Serum Paraoxonase/arylesterase 1","ENSG00000005421","P27169","0.00823794","0.0241431","1.0","By_ingredient","0.1727"
"SMTT02671","POR","7","Cytochrome P450 Oxidoreductase","NADPH--cytochrome P450 Reductase","ENSG00000127948","P16435","0.0475748","0.0889324","1.0","By_ingredient","0.3713"
"SMTT02679","PPARA","None","peroxisome proliferator activated receptor alpha","Peroxisome Proliferator-activated Receptor Alpha","ENSG00000186951","Q07869","0.0127868","0.0304107","1.0","By_ingredient","0.1618"
"SMTT02681","PPARG","3","Peroxisome Proliferator Activated Receptor Gamma","Peroxisome Proliferator-activated Receptor Gamma","ENSG00000132170","P37231","1.34487e-08","1.60256e-06","0.00118429","By_ingredient","2.5294"
"SMTT02684","PPIB","15","Peptidylprolyl Isomerase B","Peptidyl-prolyl Cis-trans Isomerase B","ENSG00000166794","P23284","0.0196154","0.0606357","1.0","By_ingredient","0.1779"
"SMTT02697","PPP5C","None","protein phosphatase 5 catalytic subunit","Serine/threonine-protein Phosphatase 5","ENSG00000011485","P53041","0.0312013","0.0729984","1.0","By_ingredient","0.172"
"SMTT02717","PRKCA","None","protein kinase C alpha","Protein Kinase C Alpha Type","ENSG00000154229","P17252","0.00799828","0.0241431","1.0","By_ingredient","0.3603"
"SMTT02739","PRPF4","9","Pre-mRNA Processing Factor 4","None","ENSG00000136875","None","0.0118154","0.0501663","1.0","By_ingredient","0.1888"
"SMTT02747","PRSS1","7","Serine Protease 1","Trypsin-1","ENSG00000204983","P07477","0.000532268","0.00461828","1.0","By_ingredient","1.7751"
"SMTT02762","PSMC3IP","17","PSMC3 Interacting Protein","None","ENSG00000131470","None","0.0273545","0.069462","1.0","By_ingredient","0.2005"
"SMTT02769","PTEN","10","Phosphatase And Tensin Homolog","Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase And Dual-specificity Protein Phosphatase PTEN","ENSG00000171862","P60484","0.00732579","0.0228688","1.0","By_ingredient","0.3216"
"SMTT02771","PTGER2","None","prostaglandin E receptor 2","Prostaglandin E2 Receptor EP2 Subtype","ENSG00000125384","P43116","0.000918508","0.00682682","1.0","By_ingredient","0.194"
"SMTT02773","PTGFR","None","prostaglandin F receptor","Prostaglandin F2-alpha Receptor","ENSG00000122420","P43088","0.000918508","0.00682682","1.0","By_ingredient","0.1882"
"SMTT02776","PTGS1","None","prostaglandin-endoperoxide synthase 1","Prostaglandin G/H Synthase 1","ENSG00000095303","P23219","0.00010576","0.00151689","1.0","By_ingredient","1.5124"
"SMTT02777","PTGS2","None","prostaglandin-endoperoxide synthase 2","Prostaglandin G/H Synthase 2","ENSG00000073756","P35354","2.87461e-06","0.00010891","0.253651","By_ingredient","2.4656"
"SMTT02790","PTPRF","1","Protein Tyrosine Phosphatase, Receptor Type F","None","ENSG00000142949","None","0.00395393","0.032859","1.0","By_ingredient","0.1861"
"SMTT02811","RAB33B","4","RAB33B, Member RAS Oncogene Family","None","ENSG00000172007","None","0.0273545","0.069462","1.0","By_ingredient","0.1905"
"SMTT02818","RAD21","8","RAD21 Cohesin Complex Component","None","ENSG00000164754","None","0.00395393","0.032859","1.0","By_ingredient","0.1802"
"SMTT02820","RAD51","15","RAD51 Recombinase","DNA Repair Protein RAD51 Homolog 1","ENSG00000285396|ENSG00000051180","Q06609","0.000918508","0.00682682","1.0","By_ingredient","0.3478"
"SMTT02821","RAD51C","17","RAD51 Paralog C","None","ENSG00000108384","None","0.0350331","0.0765798","1.0","By_ingredient","0.1817"
"SMTT02822","RAD54B","8","RAD54 Homolog B","None","ENSG00000265817|ENSG00000197275","None","0.0234926","0.0652382","1.0","By_ingredient","0.1777"
"SMTT02823","RAD54L","1","RAD54 Like","None","ENSG00000085999","None","0.0234926","0.0652382","1.0","By_ingredient","0.1691"
"SMTT02824","RAF1","3","Raf-1 Proto-oncogene, Serine/threonine Kinase","RAF Proto-oncogene Serine/threonine-protein Kinase","ENSG00000132155","P04049","0.0017919","0.0213625","1.0","By_ingredient","0.3143"
"SMTT02827","RAI1","17","Retinoic Acid Induced 1","None","ENSG00000108557","None","0.00789239","0.0435328","1.0","By_ingredient","0.1612"
"SMTT02836","RASA1","5","RAS P21 Protein Activator 1","None","ENSG00000145715","None","0.0273545","0.069462","1.0","By_ingredient","0.1712"
"SMTT02843","RB1CC1","8","RB1 Inducible Coiled-coil 1","None","ENSG00000023287","None","0.00395393","0.032859","1.0","By_ingredient","0.1833"
"SMTT02844","RBBP8","18","RB Binding Protein 8, Endonuclease","None","ENSG00000101773","None","0.0196154","0.0606357","1.0","By_ingredient","0.1871"
"SMTT02850","RBMX","X","RNA Binding Motif Protein, X-linked","None","ENSG00000147274","None","0.00789239","0.0435328","1.0","By_ingredient","0.204"
"SMTT02865","RELA","None","RELA proto-oncogene, NF-kB subunit","Transcription Factor P65","ENSG00000173039","Q04206","3.12088e-06","0.000116299","0.275746","By_ingredient","0.7287"
"SMTT02874","RFC2","7","Replication Factor C Subunit 2","None","ENSG00000049541","None","0.0157231","0.0562079","1.0","By_ingredient","0.1853"
"SMTT02887","RHOA","None","ras homolog family member A","Transforming Protein RhoA","ENSG00000067560","P61586","0.00183622","0.0110243","1.0","By_ingredient","0.1698"
"SMTT02900","RNASEH2A","19","Ribonuclease H2 Subunit A","None","ENSG00000104889","None","0.0196154","0.0606357","1.0","By_ingredient","0.1905"
"SMTT02962","RTN2","19","Reticulon 2","None","ENSG00000125744","None","0.0157231","0.0562079","1.0","By_ingredient","0.2116"
"SMTT02969","RXRA","None","retinoid X receptor alpha","Retinoic Acid Receptor RXR-alpha","ENSG00000186350","P19793","0.00463627","0.0183345","1.0","By_ingredient","0.7021"
"SMTT02976","SACS","13","Sacsin Molecular Chaperone","None","ENSG00000151835","None","0.0234926","0.0652382","1.0","By_ingredient","0.1697"
"SMTT02980","SALL4","20","Spalt Like Transcription Factor 4","None","ENSG00000101115","None","0.00789239","0.0435328","1.0","By_ingredient","0.2218"
"SMTT02988","SATB2","2","SATB Homeobox 2","None","ENSG00000119042","None","0.00789239","0.0435328","1.0","By_ingredient","0.1756"
"SMTT03005","SCN5A","3","Sodium Voltage-gated Channel Alpha Subunit 5","Sodium Channel Protein Type 5 Subunit Alpha","ENSG00000183873","Q14524","0.262142","0.291272","1.0","By_ingredient","0.5699"
"SMTT03023","SEC23B","20","Sec23 Homolog B, Coat Complex II Component","None","ENSG00000101310","None","0.00395393","0.032859","1.0","By_ingredient","0.2031"
"SMTT03025","SEC24D","4","SEC24 Homolog D, COPII Coat Complex Component","None","ENSG00000150961","None","0.00789239","0.0435328","1.0","By_ingredient","0.1814"
"SMTT03028","SELE","None","selectin E","E-selectin","ENSG00000007908","P16581","0.0146009","0.0328962","1.0","By_ingredient","0.1693"
"SMTT03030","SELP","None","selectin P","P-selectin","ENSG00000174175","P16109","0.0109696","0.0278828","1.0","By_ingredient","0.1924"
"SMTT03033","SEMA3C","7","Semaphorin 3C","None","ENSG00000075223","None","0.0273545","0.069462","1.0","By_ingredient","0.1756"
"SMTT03069","SGCG","13","Sarcoglycan Gamma","None","ENSG00000102683","None","0.00789239","0.0435328","1.0","By_ingredient","0.177"
"SMTT03071","SGO1","3","Shugoshin 1","None","ENSG00000129810","None","0.00789239","0.0435328","1.0","By_ingredient","0.2292"
"SMTT03092","SIRT1","None","sirtuin 1","NAD-dependent Protein Deacetylase Sirtuin-1","ENSG00000096717","Q96EB6","0.00458458","0.0182643","1.0","By_ingredient","0.5254"
"SMTT03112","SLC17A5","6","Solute Carrier Family 17 Member 5","None","ENSG00000119899","None","0.0157231","0.0562079","1.0","By_ingredient","0.1666"
"SMTT03120","SLC1A4","2","Solute Carrier Family 1 Member 4","Neutral Amino Acid Transporter A","ENSG00000115902","P43007","0.0388498","0.0802502","1.0","By_ingredient","0.1689"
"SMTT03135","SLC25A15","13","Solute Carrier Family 25 Member 15","Mitochondrial Ornithine Transporter 1","ENSG00000102743","Q9Y619","0.0118154","0.0501663","1.0","By_ingredient","0.2027"
"SMTT03166","SLC35A3","1","Solute Carrier Family 35 Member A3","None","ENSG00000117620","None","0.00395393","0.032859","1.0","By_ingredient","0.216"
"SMTT03173","SLC39A4","8","Solute Carrier Family 39 Member 4","None","ENSG00000147804","None","0.0196154","0.0606357","1.0","By_ingredient","0.1938"
"SMTT03175","SLC39A8","4","Solute Carrier Family 39 Member 8","None","ENSG00000138821","None","0.00789239","0.0435328","1.0","By_ingredient","0.1941"
"SMTT03188","SLC5A5","19","Solute Carrier Family 5 Member 5","None","ENSG00000105641","None","0.0312013","0.0729984","1.0","By_ingredient","0.1515"
"SMTT03194","SLC6A20","3","Solute Carrier Family 6 Member 20","None","ENSG00000163817","None","0.000918508","0.00682682","1.0","By_ingredient","0.1904"
"SMTT03195","SLC6A3","5","Solute Carrier Family 6 Member 3","Sodium-dependent Dopamine Transporter","ENSG00000142319","Q01959","0.436304","0.468463","1.0","By_ingredient","0.1888"
"SMTT03196","SLC6A4","None","solute carrier family 6 member 4","Sodium-dependent Serotonin Transporter","ENSG00000108576","P31645","0.00713763","0.0226475","1.0","By_ingredient","0.5581"
"SMTT03216","SMAD3","15","SMAD Family Member 3","None","ENSG00000166949","None","0.00371042","0.0321252","1.0","By_ingredient","0.3128"
"SMTT03226","SMC1A","X","Structural Maintenance Of Chromosomes 1A","None","ENSG00000072501","None","0.0157231","0.0562079","1.0","By_ingredient","0.1828"
"SMTT03247","SNRPB","20","Small Nuclear Ribonucleoprotein Polypeptides B And B1","None","ENSG00000125835","None","0.0273545","0.069462","1.0","By_ingredient","0.1776"
"SMTT03256","SOD1","21","Superoxide Dismutase 1","Superoxide Dismutase [Cu-Zn]","ENSG00000142168","P00441","0.0396691","0.0614491","1.0","By_ingredient","0.1623"
"SMTT03257","SOD2","None","superoxide dismutase 2","Superoxide Dismutase [Mn], Mitochondrial","ENSG00000112096","P04179","4.36113e-05","0.000818125","1.0","By_ingredient","0.2955"
"SMTT03269","SOX9","17","SRY-box 9","None","ENSG00000125398","None","0.0426516","0.0842538","1.0","By_ingredient","0.1701"
"SMTT03274","SPART","13","Spartin","None","ENSG00000133104","None","0.00789239","0.0435328","1.0","By_ingredient","0.2071"
"SMTT03278","SPATA7","14","Spermatogenesis Associated 7","None","ENSG00000042317","None","0.00789239","0.0435328","1.0","By_ingredient","0.2092"
"SMTT03296","SPTLC1","9","Serine Palmitoyltransferase Long Chain Base Subunit 1","Serine Palmitoyltransferase 1","ENSG00000090054","O15269","0.0118154","0.0501663","1.0","By_ingredient","0.198"
"SMTT03300","SRC","20","SRC Proto-oncogene, Non-receptor Tyrosine Kinase","Proto-oncogene Tyrosine-protein Kinase Src","ENSG00000197122","P12931","0.00818989","0.0278828","1.0","By_ingredient","0.4595"
"SMTT03317","STAT1","2","Signal Transducer And Activator Of Transcription 1","None","ENSG00000115415","None","2.85767e-05","0.000604561","1.0","By_ingredient","0.5013"
"SMTT03319","STAT3","17","Signal Transducer And Activator Of Transcription 3","Signal Transducer And Activator Of Transcription 3","ENSG00000168610","P40763","8.30769e-05","0.00128871","1.0","By_ingredient","0.607"
"SMTT03323","STIL","1","STIL, Centriolar Assembly Protein","None","ENSG00000123473","None","0.0157231","0.0562079","1.0","By_ingredient","0.1905"
"SMTT03326","STK4","20","Serine/threonine Kinase 4","None","ENSG00000101109","None","0.0157231","0.0562079","1.0","By_ingredient","0.2071"
"SMTT03330","STRADA","17","STE20-related Kinase Adaptor Alpha","None","ENSG00000266173","None","0.00789239","0.0435328","1.0","By_ingredient","0.1965"
"SMTT03347","SULT1E1","None","sulfotransferase family 1E member 1","Estrogen Sulfotransferase","ENSG00000109193","P49888","0.00458458","0.0182643","1.0","By_ingredient","0.1651"
"SMTT03354","SYK","None","spleen associated tyrosine kinase","Tyrosine-protein Kinase SYK","ENSG00000165025","P43405","0.00183622","0.0110243","1.0","By_ingredient","0.1751"
"SMTT03357","SYNE2","14","Spectrin Repeat Containing Nuclear Envelope Protein 2","None","ENSG00000054654","None","0.0312013","0.0729984","1.0","By_ingredient","0.1908"
"SMTT03384","TARS2","1","Threonyl-tRNA Synthetase 2, Mitochondrial","Threonine--tRNA Ligase, Mitochondrial","ENSG00000143374","Q9BW92","0.0157231","0.0562079","1.0","By_ingredient","0.2141"
"SMTT03388","TBC1D24","16","TBC1 Domain Family Member 24","None","ENSG00000162065","None","0.00789239","0.0435328","1.0","By_ingredient","0.2278"
"SMTT03420","TDP1","14","Tyrosyl-DNA Phosphodiesterase 1","None","ENSG00000042088","None","0.0312013","0.0729984","1.0","By_ingredient","0.1893"
"SMTT03425","TECR","19","Trans-2,3-enoyl-CoA Reductase","None","ENSG00000099797","None","0.00395393","0.032859","1.0","By_ingredient","0.1906"
"SMTT03440","TFF1","None","trefoil factor 1","Trefoil Factor 1","ENSG00000160182","P04155","6.51672e-05","0.0024095","1.0","By_ingredient","0.5929"
"SMTT03447","TGFB1","19","Transforming Growth Factor Beta 1","Transforming Growth Factor Beta-1","ENSG00000105329","P01137","0.000214433","0.00561074","1.0","By_ingredient","0.6157"
"SMTT03448","TGFB2","1","Transforming Growth Factor Beta 2","None","ENSG00000092969","None","0.000682445","0.0123942","1.0","By_ingredient","0.3437"
"SMTT03453","TGIF1","18","TGFB Induced Factor Homeobox 1","None","ENSG00000177426","None","0.0118154","0.0501663","1.0","By_ingredient","0.1905"
"SMTT03469","TIMP3","22","TIMP Metallopeptidase Inhibitor 3","Metalloproteinase Inhibitor 3","ENSG00000100234","P35625","0.0426516","0.0842538","1.0","By_ingredient","0.1652"
"SMTT03475","TLR4","9","Toll Like Receptor 4","Toll-like Receptor 4","ENSG00000136869","O00206","0.0174046","0.0581684","1.0","By_ingredient","0.3669"
"SMTT03481","TMEM106B","7","Transmembrane Protein 106B","None","ENSG00000106460","None","0.0118154","0.0501663","1.0","By_ingredient","0.2069"
"SMTT03490","TMEM237","2","Transmembrane Protein 237","None","ENSG00000155755","None","0.00395393","0.032859","1.0","By_ingredient","0.2374"
"SMTT03492","TMEM38B","9","Transmembrane Protein 38B","None","ENSG00000095209","None","0.00789239","0.0435328","1.0","By_ingredient","0.1877"
"SMTT03498","TMPO","12","Thymopoietin","None","ENSG00000120802","None","0.0118154","0.0501663","1.0","By_ingredient","0.1939"
"SMTT03502","TNF","None","tumor necrosis factor","Tumor Necrosis Factor","ENSG00000232810","P01375","0.000183782","0.00223482","1.0","By_ingredient","0.7971"
"SMTT03525","TOE1","1","Target Of EGR1, Exonuclease","None","ENSG00000132773","None","0.00395393","0.032859","1.0","By_ingredient","0.2528"
"SMTT03530","TP53","17","Tumor Protein P53","Cellular Tumor Antigen P53","ENSG00000141510","P04637","0.00095095","0.00699391","1.0","By_ingredient","0.6113"
"SMTT03546","TRAPPC2","X","Trafficking Protein Particle Complex 2","None","ENSG00000196459","None","0.0196154","0.0606357","1.0","By_ingredient","0.1837"
"SMTT03560","TRIOBP","22","TRIO And F-actin Binding Protein","None","ENSG00000100106","None","0.0157231","0.0562079","1.0","By_ingredient","0.1914"
"SMTT03563","TRMT10A","4","tRNA Methyltransferase 10A","None","ENSG00000145331","None","0.00395393","0.032859","1.0","By_ingredient","0.2153"
"SMTT03564","TRMT5","14","tRNA Methyltransferase 5","None","ENSG00000126814","None","0.00789239","0.0435328","1.0","By_ingredient","0.2362"
"SMTT03592","TRPV4","12","Transient Receptor Potential Cation Channel Subfamily V Member 4","Transient Receptor Potential Cation Channel Subfamily V Member 4","ENSG00000111199","Q9HBA0","0.0464385","0.0878374","1.0","By_ingredient","0.1599"
"SMTT03594","TSC2","16","TSC Complex Subunit 2","None","ENSG00000103197","None","0.0273545","0.069462","1.0","By_ingredient","0.1928"
"SMTT03632","TUBG1","17","Tubulin Gamma 1","Tubulin Gamma-1 Chain","ENSG00000131462","P23258","0.0312013","0.0729984","1.0","By_ingredient","0.1912"
"SMTT03648","TYR","11","Tyrosinase","Tyrosinase","ENSG00000077498","P14679","0.0118786","0.0291326","1.0","By_ingredient","0.2381"
"SMTT03650","TYRP1","9","Tyrosinase Related Protein 1","None","ENSG00000107165","None","0.000426832","0.00899196","1.0","By_ingredient","0.4565"
"SMTT03655","UBE2T","1","Ubiquitin Conjugating Enzyme E2 T","None","ENSG00000077152","None","0.0196154","0.0606357","1.0","By_ingredient","0.2015"
"SMTT03665","UGT1A1","2","UDP Glucuronosyltransferase Family 1 Member A1","None","ENSG00000241635","None","0.00641285","0.0213625","1.0","By_ingredient","0.1821"
"SMTT03667","UMPS","3","Uridine Monophosphate Synthetase","Uridine 5'-monophosphate Synthase","ENSG00000114491","P11172","0.0273545","0.069462","1.0","By_ingredient","0.1833"
"SMTT03673","UNG","12","Uracil DNA Glycosylase","Uracil-DNA Glycosylase","ENSG00000076248","P13051","0.0273545","0.069462","1.0","By_ingredient","0.1884"
"SMTT03675","UPF3B","X","UPF3B, Regulator Of Nonsense Mediated MRNA Decay","None","ENSG00000125351","None","0.0273545","0.069462","1.0","By_ingredient","0.1999"
"SMTT03699","VARS2","6","Valyl-tRNA Synthetase 2, Mitochondrial","None","ENSG00000137411","None","0.0196154","0.0606357","1.0","By_ingredient","0.1856"
"SMTT03701","VCAM1","None","vascular cell adhesion molecule 1","Vascular Cell Adhesion Protein 1","ENSG00000162692","P19320","2.34219e-06","9.32413e-05","0.206809","By_ingredient","0.4761"
"SMTT03706","VDAC1","None","voltage dependent anion channel 1","Voltage-dependent Anion-selective Channel Protein 1","ENSG00000213585","P21796","0.0273545","0.069462","1.0","By_ingredient","0.1795"
"SMTT03708","VEGFA","None","vascular endothelial growth factor A","Vascular Endothelial Growth Factor A","ENSG00000112715","P15692","1.65672e-05","0.000406176","1.0","By_ingredient","0.7322"
"SMTT03719","VPS13C","15","Vacuolar Protein Sorting 13 Homolog C","None","ENSG00000129003","None","0.00395393","0.032859","1.0","By_ingredient","0.203"
"SMTT03722","VPS45","1","Vacuolar Protein Sorting 45 Homolog","None","ENSG00000136631","None","0.00789239","0.0435328","1.0","By_ingredient","0.2281"
"SMTT03724","VRK1","14","Vaccinia Related Kinase 1","None","ENSG00000100749","None","0.0157231","0.0562079","1.0","By_ingredient","0.1788"
"SMTT03731","WASHC4","12","WASH Complex Subunit 4","None","ENSG00000136051","None","0.00395393","0.032859","1.0","By_ingredient","0.2003"
"SMTT03760","WRAP53","17","WD Repeat Containing Antisense To TP53","None","ENSG00000141499","None","0.0157231","0.0562079","1.0","By_ingredient","0.1893"
"SMTT03780","YWHAB","None","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta","14-3-3 Protein Beta/alpha","ENSG00000166913","P31946","0.00789239","0.0435328","1.0","By_ingredient","0.1978"
"SMTT03800","ZIC1","3","Zic Family Member 1","None","ENSG00000152977","None","0.0157231","0.0562079","1.0","By_ingredient","0.1816"
"SMTT03819","ZNF750","17","Zinc Finger Protein 750","None","ENSG00000141579","None","0.00789239","0.0435328","1.0","By_ingredient","0.1964"
"SMTT03845","CCNB1","5","Cyclin B1","None","ENSG00000134057","P14635","0.00142919","0.0194715","1.0","By_ingredient","0.4868"
"SMTT03854","CD5L","1","CD5 Molecule Like","None","ENSG00000073754","O43866","0.000918508","0.00682682","1.0","By_ingredient","0.1716"
"SMTT03856","CSNK1A1","5","Casein Kinase 1 Alpha 1","None","ENSG00000113712","P48729","0.0350331","0.0765798","1.0","By_ingredient","0.1904"
"SMTT03861","CDC20","1","Cell Division Cycle 20","None","ENSG00000117399","Q12834","0.000918508","0.00682682","1.0","By_ingredient","0.1972"
"SMTT03862","CDC25A","3","Cell Division Cycle 25A","None","ENSG00000164045","P30304","0.000547368","0.0106017","1.0","By_ingredient","0.4019"
"SMTT03863","CDC25C","5","Cell Division Cycle 25C","None","ENSG00000158402","P30307","0.00117378","0.0162566","1.0","By_ingredient","0.3633"
"SMTT03868","CDKN3","14","Cyclin Dependent Kinase Inhibitor 3","None","ENSG00000100526","Q16667","0.0350331","0.0765798","1.0","By_ingredient","0.1729"
"SMTT03876","BARD1","2","BRCA1 Associated RING Domain 1","None","ENSG00000138376","Q99728","0.000918508","0.00682682","1.0","By_ingredient","0.347"
"SMTT03877","BAX","19","BCL2 Associated X, Apoptosis Regulator","None","ENSG00000087088","Q07812","2.74256e-05","0.000586489","1.0","By_ingredient","0.9414"
"SMTT03880","ACLY","17","ATP Citrate Lyase","None","ENSG00000131473","P53396","0.0017919","0.0225018","1.0","By_ingredient","0.3703"
"SMTT03884","DCT","13","Dopachrome Tautomerase","None","ENSG00000080166","P40126","0.00183622","0.0110243","1.0","By_ingredient","0.2273"
"SMTT03885","GADD45A","1","Growth Arrest And DNA Damage Inducible Alpha","None","ENSG00000116717","P24522","0.000918508","0.00682682","1.0","By_ingredient","0.3389"
"SMTT03890","PLIN2","9","Perilipin 2","None","ENSG00000147872","Q99541","0.000918508","0.00682682","1.0","By_ingredient","0.2024"
"SMTT03902","TSC22D3","X","TSC22 Domain Family Member 3","None","ENSG00000157514","Q99576","0.00789239","0.0435328","1.0","By_ingredient","0.1792"
"SMTT03904","ALPI","2","Alkaline Phosphatase, Intestinal","None","ENSG00000163295","P09923","0.0234926","0.0652382","1.0","By_ingredient","0.1839"
"SMTT03909","E2F2","1","E2F Transcription Factor 2","None","ENSG00000007968","Q14209","0.0312013","0.0729984","1.0","By_ingredient","0.1859"
"SMTT03918","CASP9","1","Caspase 9","None","ENSG00000132906","P55211","2.45948e-05","0.00117672","1.0","By_ingredient","0.9548"
"SMTT03925","XRCC6","22","X-ray Repair Cross Complementing 6","None","ENSG00000196419","P12956","0.0312013","0.0729984","1.0","By_ingredient","0.1734"
"SMTT03929","MAP1B","5","Microtubule Associated Protein 1B","None","ENSG00000131711","P46821","0.0234926","0.0652382","1.0","By_ingredient","0.183"
"SMTT03940","ITGB5","3","Integrin Subunit Beta 5","None","ENSG00000082781","P18084","0.000918508","0.00682682","1.0","By_ingredient","0.2344"
"SMTT03941","MEF2A","15","Myocyte Enhancer Factor 2A","None","ENSG00000068305","Q02078","0.0118154","0.0501663","1.0","By_ingredient","0.1842"
"SMTT03959","SFN","1","Stratifin","None","ENSG00000175793","P31947","0.0426516","0.0842538","1.0","By_ingredient","0.1663"
"SMTT03960","GPD2","2","Glycerol-3-phosphate Dehydrogenase 2","None","ENSG00000115159","P43304","0.00789239","0.0435328","1.0","By_ingredient","0.1678"
"SMTT03973","IFNA13","9","Interferon Alpha 13","None","ENSG00000233816","P01562","0.000918508","0.00682682","1.0","By_ingredient","0.2253"
"SMTT03977","IGFBP5","2","Insulin Like Growth Factor Binding Protein 5","None","ENSG00000115461","P24593","0.0273545","0.069462","1.0","By_ingredient","0.1702"
"SMTT03987","SAFB","19","Scaffold Attachment Factor B","None","ENSG00000160633","Q15424","9.24149e-05","0.00310214","1.0","By_ingredient","0.3907"
"SMTT03993","SCD","10","Stearoyl-CoA Desaturase","None","ENSG00000099194","O00767","0.00227292","0.0253937","1.0","By_ingredient","0.3287"
"SMTT04019","MKI67","10","Marker Of Proliferation Ki-67","None","ENSG00000148773","P46013","0.000547368","0.0106017","1.0","By_ingredient","0.3504"
"SMTT04022","RASGRF2","5","Ras Protein Specific Guanine Nucleotide Releasing Factor 2","None","ENSG00000113319","O14827","0.0091493","0.0256322","1.0","By_ingredient","0.1626"
"SMTT04034","PAWR","12","Pro-apoptotic WT1 Regulator","None","ENSG00000177425","Q96IZ0","0.0388498","0.0802502","1.0","By_ingredient","0.1673"
"SMTT04037","PCOLCE","7","Procollagen C-endopeptidase Enhancer","None","ENSG00000106333","Q15113","0.00458458","0.0182643","1.0","By_ingredient","0.1761"
"SMTT04038","MAP2K5","15","Mitogen-activated Protein Kinase Kinase 5","None","ENSG00000137764","Q13163","0.000918508","0.00682682","1.0","By_ingredient","0.2079"
"SMTT04041","MYB","6","MYB Proto-oncogene, Transcription Factor","None","ENSG00000118513","P10242","0.0273545","0.069462","1.0","By_ingredient","0.1716"
"SMTT04042","PDGFA","7","Platelet Derived Growth Factor Subunit A","None","ENSG00000197461","P04085","0.00183622","0.0110243","1.0","By_ingredient","0.1838"
"SMTT04056","NCBP1","9","Nuclear Cap Binding Protein Subunit 1","None","ENSG00000136937","Q09161","0.0157231","0.0562079","1.0","By_ingredient","0.193"
"SMTT04058","TRPM2","21","Transient Receptor Potential Cation Channel Subfamily M Member 2","None","ENSG00000142185","O94759","0.000320953","0.0074043","1.0","By_ingredient","0.3519"
"SMTT04062","KCNK5","6","Potassium Two Pore Domain Channel Subfamily K Member 5","None","ENSG00000164626","O95279","0.0234926","0.0652382","1.0","By_ingredient","0.1992"
"SMTT04076","TEP1","14","Telomerase Associated Protein 1","None","ENSG00000129566","Q99973","0.0136942","0.0317324","1.0","By_ingredient","0.1577"
"SMTT04079","TGFB1I1","16","Transforming Growth Factor Beta 1 Induced Transcript 1","None","ENSG00000140682","O43294","0.000918508","0.00682682","1.0","By_ingredient","0.182"
"SMTT04085","TIMP1","X","TIMP Metallopeptidase Inhibitor 1","None","ENSG00000102265","P01033","0.0109696","0.0278828","1.0","By_ingredient","0.1426"
"SMTT04086","TIMP2","17","TIMP Metallopeptidase Inhibitor 2","None","ENSG00000035862","P16035","6.51672e-05","0.0024095","1.0","By_ingredient","0.5327"
"SMTT04099","CCNE2","8","Cyclin E2","None","ENSG00000175305","O96020","0.0388498","0.0802502","1.0","By_ingredient","0.1723"
"SMTT04103","MDC1","6","Mediator Of DNA Damage Checkpoint 1","None","ENSG00000137337","Q14676","4.63272e-05","0.00188184","1.0","By_ingredient","0.4049"
