Target id,Gene symbol,Chromosome,Gene name,Protein name,Ensembl id,UniProt id,P_value,FDR(BH),FDR(Bonferroni),Relationship,Value
"SMTT09386","PPM1A","None","protein phosphatase, Mg2+/Mn2+ dependent 1A","None","ENSG00000100614","None","0.00979166","0.0471444","1.0","By_ingredient","0.1908"
"SMTT09418","PPP2CA","None","protein phosphatase 2 catalytic subunit alpha","None","ENSG00000113575","None","0.0218986","0.0637567","1.0","By_ingredient","0.1871"
"SMTT09419","PPP2CB","None","protein phosphatase 2 catalytic subunit beta","None","ENSG00000104695","None","0.0170734","0.0581309","1.0","By_ingredient","0.1936"
"SMTT09426","PPP3CB","None","protein phosphatase 3 catalytic subunit beta","None","ENSG00000107758","None","0.00735263","0.0421606","1.0","By_ingredient","0.1753"
"SMTT09427","PPP3CC","None","protein phosphatase 3 catalytic subunit gamma","None","ENSG00000120910","None","0.00735263","0.0421606","1.0","By_ingredient","0.1825"
"SMTT09430","PPP4C","None","protein phosphatase 4 catalytic subunit","None","ENSG00000149923","None","0.014652","0.0546754","1.0","By_ingredient","0.1772"
"SMTT09432","PPP5D1","None","PPP5 tetratricopeptide repeat domain containing 1","None","ENSG00000230510","None","0.00735263","0.0421606","1.0","By_ingredient","0.186"
"SMTT09450","PRDX1","None","peroxiredoxin 1","None","ENSG00000117450","None","8.85635e-05","0.00300605","1.0","By_ingredient","0.3835"
"SMTT09451","PRDX2","None","peroxiredoxin 2","None","ENSG00000167815","None","0.000697362","0.0125641","1.0","By_ingredient","0.3864"
"SMTT09452","PRDX3","None","peroxiredoxin 3","None","ENSG00000165672","None","0.0122248","0.0506489","1.0","By_ingredient","0.1962"
"SMTT09453","PRDX6","None","peroxiredoxin 6","None","ENSG00000117592","None","0.043325","0.084921","1.0","By_ingredient","0.1762"
"SMTT09457","PRG2","None","proteoglycan 2, pro eosinophil major basic protein","None","ENSG00000186652","None","0.014652","0.0546754","1.0","By_ingredient","0.1842"
"SMTT09458","PRG3","None","proteoglycan 3, pro eosinophil major basic protein 2","None","ENSG00000156575","None","0.014652","0.0546754","1.0","By_ingredient","0.1892"
"SMTT09460","PRIM1","None","DNA primase subunit 1","None","ENSG00000198056","None","0.0122248","0.0506489","1.0","By_ingredient","0.1808"
"SMTT09464","PRKAB2","None","protein kinase AMP-activated non-catalytic subunit beta 2","None","ENSG00000131791","None","0.00979166","0.0471444","1.0","By_ingredient","0.1892"
"SMTT09466","PRKAG1","None","protein kinase AMP-activated non-catalytic subunit gamma 1","None","ENSG00000181929","None","0.014652","0.0546754","1.0","By_ingredient","0.1941"
"SMTT09467","PRKAG3","None","protein kinase AMP-activated non-catalytic subunit gamma 3","None","ENSG00000115592","None","0.014652","0.0546754","1.0","By_ingredient","0.1917"
"SMTT09486","PRMT7","None","protein arginine methyltransferase 7","None","ENSG00000132600","None","0.00979166","0.0471444","1.0","By_ingredient","0.1884"
"SMTT09488","PRODH2","None","proline dehydrogenase 2","None","ENSG00000250799","None","0.0170734","0.0581309","1.0","By_ingredient","0.1929"
"SMTT09617","PTPDC1","None","protein tyrosine phosphatase domain containing 1","None","ENSG00000158079","None","0.00735263","0.0421606","1.0","By_ingredient","0.1874"
"SMTT09629","PTPRD","None","protein tyrosine phosphatase, receptor type D","None","ENSG00000153707","None","0.0122248","0.0506489","1.0","By_ingredient","0.1854"
"SMTT09640","PUDP","None","pseudouridine 5'-phosphatase","None","ENSG00000130021","None","0.00979166","0.0471444","1.0","By_ingredient","0.2078"
"SMTT09641","PUM1","None","pumilio RNA binding family member 1","None","ENSG00000134644","None","0.00735263","0.0421606","1.0","By_ingredient","0.1948"
"SMTT09642","PUM2","None","pumilio RNA binding family member 2","None","ENSG00000055917","None","0.00490769","0.0356932","1.0","By_ingredient","0.2055"
"SMTT09673","QSOX1","None","quiescin sulfhydryl oxidase 1","None","ENSG00000116260","None","0.0194889","0.0604666","1.0","By_ingredient","0.1916"
"SMTT09738","RAD51B","None","RAD51 paralog B","None","ENSG00000182185","None","0.0170734","0.0581309","1.0","By_ingredient","0.1675"
"SMTT09739","RAD51D","None","RAD51 paralog D","None","ENSG00000185379","None","0.014652","0.0546754","1.0","By_ingredient","0.1743"
"SMTT09741","RAD9A","None","RAD9 checkpoint clamp component A","None","ENSG00000172613","None","0.00979166","0.0471444","1.0","By_ingredient","0.2301"
"SMTT09786","RASGRP1","None","RAS guanyl releasing protein 1","None","ENSG00000172575","None","0.00979166","0.0471444","1.0","By_ingredient","0.1837"
"SMTT09801","RBKS","None","ribokinase","None","ENSG00000171174","None","0.0314791","0.0733952","1.0","By_ingredient","0.173"
"SMTT09807","RBM23","None","RNA binding motif protein 23","None","ENSG00000100461","None","0.00735263","0.0421606","1.0","By_ingredient","0.1866"
"SMTT09813","RBM39","None","RNA binding motif protein 39","None","ENSG00000131051","None","0.0122248","0.0506489","1.0","By_ingredient","0.1956"
"SMTT09829","RBX1","None","ring-box 1","None","ENSG00000100387","None","0.0170734","0.0581309","1.0","By_ingredient","0.2235"
"SMTT09836","RCL1","None","RNA terminal phosphate cyclase like 1","None","ENSG00000120158","None","0.00490769","0.0356932","1.0","By_ingredient","0.1889"
"SMTT09840","RDH10","None","retinol dehydrogenase 10","None","ENSG00000121039","None","0.0362347","0.0778214","1.0","By_ingredient","0.1683"
"SMTT09841","RDH13","None","retinol dehydrogenase 13","None","ENSG00000160439","None","0.0409673","0.0826373","1.0","By_ingredient","0.1651"
"SMTT09842","RDH14","None","retinol dehydrogenase 14","None","ENSG00000240857","None","0.0386039","0.080027","1.0","By_ingredient","0.1626"
"SMTT09844","RDH8","None","retinol dehydrogenase 8","None","ENSG00000080511","None","0.0409673","0.0826373","1.0","By_ingredient","0.1753"
"SMTT09849","REG1B","None","regenerating family member 1 beta","None","ENSG00000172023","None","0.0122248","0.0506489","1.0","By_ingredient","0.1968"
"SMTT09850","REG3A","None","regenerating family member 3 alpha","None","ENSG00000172016","None","0.0122248","0.0506489","1.0","By_ingredient","0.204"
"SMTT09851","REG3G","None","regenerating family member 3 gamma","None","ENSG00000143954","None","0.0122248","0.0506489","1.0","By_ingredient","0.2078"
"SMTT09852","REG4","None","regenerating family member 4","None","ENSG00000134193","None","0.0122248","0.0506489","1.0","By_ingredient","0.1927"
"SMTT09867","REXO2","None","RNA exonuclease 2","None","ENSG00000076043","None","0.00245681","0.026213","1.0","By_ingredient","0.2004"
"SMTT09875","RFK","None","riboflavin kinase","None","ENSG00000135002","None","0.014652","0.0546754","1.0","By_ingredient","0.1949"
"SMTT09896","RGS1","None","regulator of G protein signaling 1","None","ENSG00000090104","None","0.0218986","0.0637567","1.0","By_ingredient","0.1787"
"SMTT09897","RGS10","None","regulator of G protein signaling 10","None","ENSG00000148908","None","0.00979166","0.0471444","1.0","By_ingredient","0.185"
"SMTT09898","RGS11","None","regulator of G protein signaling 11","None","ENSG00000076344","None","0.00735263","0.0421606","1.0","By_ingredient","0.2075"
"SMTT09899","RGS12","None","regulator of G protein signaling 12","None","ENSG00000159788","None","0.00490769","0.0356932","1.0","By_ingredient","0.2017"
"SMTT09900","RGS13","None","regulator of G protein signaling 13","None","ENSG00000127074","None","0.00490769","0.0356932","1.0","By_ingredient","0.2133"
"SMTT09901","RGS14","None","regulator of G protein signaling 14","None","ENSG00000169220","None","0.00490769","0.0356932","1.0","By_ingredient","0.204"
"SMTT09902","RGS16","None","regulator of G protein signaling 16","None","ENSG00000143333","None","0.014652","0.0546754","1.0","By_ingredient","0.1886"
"SMTT09903","RGS18","None","regulator of G protein signaling 18","None","ENSG00000150681","None","0.00490769","0.0356932","1.0","By_ingredient","0.2002"
"SMTT09904","RGS19","None","regulator of G protein signaling 19","None","ENSG00000171700","None","0.00735263","0.0421606","1.0","By_ingredient","0.1896"
"SMTT09905","RGS20","None","regulator of G protein signaling 20","None","ENSG00000147509","None","0.00735263","0.0421606","1.0","By_ingredient","0.191"
"SMTT09906","RGS21","None","regulator of G protein signaling 21","None","ENSG00000253148","None","0.00490769","0.0356932","1.0","By_ingredient","0.1905"
"SMTT09907","RGS3","None","regulator of G protein signaling 3","None","ENSG00000138835","None","0.00735263","0.0421606","1.0","By_ingredient","0.1835"
"SMTT09908","RGS5","None","regulator of G protein signaling 5","None","ENSG00000143248","None","0.0122248","0.0506489","1.0","By_ingredient","0.1713"
"SMTT09909","RGS6","None","regulator of G protein signaling 6","None","ENSG00000182732","None","0.00490769","0.0356932","1.0","By_ingredient","0.2302"
"SMTT09910","RGS7","None","regulator of G protein signaling 7","None","ENSG00000182901","None","0.00735263","0.0421606","1.0","By_ingredient","0.2032"
"SMTT09911","RGS8","None","regulator of G protein signaling 8","None","ENSG00000135824","None","0.00490769","0.0356932","1.0","By_ingredient","0.2194"
"SMTT09941","RIDA","None","reactive intermediate imine deaminase A homolog","None","ENSG00000132541","None","0.0243024","0.0660284","1.0","By_ingredient","0.1846"
"SMTT09945","RIMKLA","None","ribosomal modification protein rimK like family member A","None","ENSG00000177181","None","0.00735263","0.0421606","1.0","By_ingredient","0.2112"
"SMTT09946","RIMKLB","None","ribosomal modification protein rimK like family member B","None","ENSG00000166532","None","0.00490769","0.0356932","1.0","By_ingredient","0.2003"
"SMTT09966","RNASE1","None","ribonuclease A family member 1, pancreatic","None","ENSG00000129538","None","0.0267005","0.0686599","1.0","By_ingredient","0.1883"
"SMTT10004","RNH1","None","ribonuclease/angiogenin inhibitor 1","None","ENSG00000023191","None","0.00490769","0.0356932","1.0","By_ingredient","0.1975"
"SMTT10026","RPH3A","None","rabphilin 3A","None","ENSG00000089169","None","0.00735263","0.0421606","1.0","By_ingredient","0.1911"
"SMTT10027","RPH3AL","None","rabphilin 3A like (without C2 domains)","None","ENSG00000181031","None","0.00979166","0.0471444","1.0","By_ingredient","0.184"
"SMTT10059","RPL4","None","ribosomal protein L4","None","ENSG00000174444","None","0.00979166","0.0471444","1.0","By_ingredient","0.1972"
"SMTT10063","RPL7A","None","ribosomal protein L7a","None","ENSG00000148303","None","0.0122248","0.0506489","1.0","By_ingredient","0.1878"
"SMTT10069","RPP38","None","ribonuclease P/MRP subunit p38","None","ENSG00000152464","None","0.0122248","0.0506489","1.0","By_ingredient","0.1835"
"SMTT10074","RPS12","None","ribosomal protein S12","None","ENSG00000112306","None","0.014652","0.0546754","1.0","By_ingredient","0.1934"
"SMTT10086","RPS27A","None","ribosomal protein S27a","None","ENSG00000143947","None","0.043325","0.084921","1.0","By_ingredient","0.1701"
"SMTT10110","RRM2","None","ribonucleotide reductase regulatory subunit M2","None","ENSG00000171848","None","0.0386039","0.080027","1.0","By_ingredient","0.1802"
"SMTT10126","RSPO3","None","R-spondin 3","None","ENSG00000146374","None","0.014652","0.0546754","1.0","By_ingredient","0.1699"
"SMTT10127","RSRC1","None","arginine and serine rich coiled-coil 1","None","ENSG00000174891","None","0.0122248","0.0506489","1.0","By_ingredient","0.1867"
"SMTT10130","RTCA","None","RNA 3'-terminal phosphate cyclase","None","ENSG00000137996","None","0.0170734","0.0581309","1.0","By_ingredient","0.1933"
"SMTT10132","RTEL1-TNFRSF6B","None","RTEL1-TNFRSF6B readthrough (NMD candidate)","None","ENSG00000026036","None","0.00490769","0.0356932","1.0","By_ingredient","0.2167"
"SMTT10151","RUSC1","None","RUN and SH3 domain containing 1","None","ENSG00000160753","None","0.0122248","0.0506489","1.0","By_ingredient","0.1847"
"SMTT10168","S100A12","None","S100 calcium binding protein A12","None","ENSG00000163221","None","0.00245681","0.026213","1.0","By_ingredient","0.2048"
"SMTT10177","S100A8","None","S100 calcium binding protein A8","None","ENSG00000143546","None","0.0122248","0.0506489","1.0","By_ingredient","0.1859"
"SMTT10178","S100A9","None","S100 calcium binding protein A9","None","ENSG00000163220","None","0.00979166","0.0471444","1.0","By_ingredient","0.1804"
"SMTT10189","SAE1","None","SUMO1 activating enzyme subunit 1","None","ENSG00000142230","None","0.0122248","0.0506489","1.0","By_ingredient","0.2044"
"SMTT10205","SATL1","None","spermidine/spermine N1-acetyl transferase like 1","None","ENSG00000184788","None","0.00979166","0.0471444","1.0","By_ingredient","0.1953"
"SMTT10247","SDR16C5","None","short chain dehydrogenase/reductase family 16C member 5","None","ENSG00000170786","None","0.0362347","0.0778214","1.0","By_ingredient","0.1624"
"SMTT10283","SEMA3F","None","semaphorin 3F","None","ENSG00000001617","None","0.0122248","0.0506489","1.0","By_ingredient","0.1709"
"SMTT10284","SEMA3G","None","semaphorin 3G","None","ENSG00000010319","None","0.014652","0.0546754","1.0","By_ingredient","0.1721"
"SMTT10285","SEMA4B","None","semaphorin 4B","None","ENSG00000185033","None","0.0122248","0.0506489","1.0","By_ingredient","0.1925"
"SMTT10286","SEMA4C","None","semaphorin 4C","None","ENSG00000168758","None","0.00979166","0.0471444","1.0","By_ingredient","0.1874"
"SMTT10287","SEMA4D","None","semaphorin 4D","None","ENSG00000187764","None","0.0122248","0.0506489","1.0","By_ingredient","0.1899"
"SMTT10288","SEMA4F","None","ssemaphorin 4F","None","ENSG00000135622","None","0.00979166","0.0471444","1.0","By_ingredient","0.1862"
"SMTT10289","SEMA4G","None","semaphorin 4G","None","ENSG00000095539","None","0.014652","0.0546754","1.0","By_ingredient","0.1773"
"SMTT10290","SEMA5B","None","semaphorin 5B","None","ENSG00000082684","None","0.00979166","0.0471444","1.0","By_ingredient","0.1937"
"SMTT10291","SEMA6A","None","semaphorin 6A","None","ENSG00000092421","None","0.0122248","0.0506489","1.0","By_ingredient","0.187"
"SMTT10292","SEMA6C","None","semaphorin 6C","None","ENSG00000143434","None","0.00979166","0.0471444","1.0","By_ingredient","0.1872"
"SMTT10293","SEMA6D","None","semaphorin 6D","None","ENSG00000137872","None","0.00979166","0.0471444","1.0","By_ingredient","0.1917"
"SMTT10294","SEMA7A","None","semaphorin 7A (John Milton Hagen blood group)","None","ENSG00000138623","None","0.00979166","0.0471444","1.0","By_ingredient","0.1964"
"SMTT10306","SERPINA10","None","serpin family A member 10","None","ENSG00000140093","None","0.0290927","0.0709833","1.0","By_ingredient","0.1702"
"SMTT10311","SERPINA5","None","serpin family A member 5","None","ENSG00000188488","None","0.0218986","0.0637567","1.0","By_ingredient","0.1694"
"SMTT10355","SFTPA1","None","surfactant protein A1","None","ENSG00000122852","None","0.0170734","0.0581309","1.0","By_ingredient","0.1941"
"SMTT10372","SH3BGRL","None","SH3 domain binding glutamate rich protein like","None","ENSG00000131171","None","0.014652","0.0546754","1.0","By_ingredient","0.1846"
"SMTT10395","SHMT1","None","serine hydroxymethyltransferase 1","None","ENSG00000176974","None","0.0362347","0.0778214","1.0","By_ingredient","0.1541"
"SMTT10396","SHMT2","None","serine hydroxymethyltransferase 2","None","ENSG00000182199","None","0.0338598","0.0756651","1.0","By_ingredient","0.1785"
"SMTT10407","SIK2","None","salt inducible kinase 2","None","ENSG00000170145","None","0.00245681","0.026213","1.0","By_ingredient","0.2113"
"SMTT10408","SIK3","None","SIK family kinase 3","None","ENSG00000160584","None","0.00735263","0.0421606","1.0","By_ingredient","0.2152"
"SMTT10423","SKP1","None","S-phase kinase associated protein 1","None","ENSG00000113558","None","0.0170734","0.0581309","1.0","By_ingredient","0.222"
"SMTT10424","SKP2","None","S-phase kinase associated protein 2","None","ENSG00000145604","None","0.0194889","0.0604666","1.0","By_ingredient","0.196"
"SMTT10425","SLA2","None","Src like adaptor 2","None","ENSG00000101082","None","0.0170734","0.0581309","1.0","By_ingredient","0.2058"
"SMTT10438","SLC13A1","None","solute carrier family 13 member 1","None","ENSG00000081800","None","0.00245681","0.026213","1.0","By_ingredient","0.2135"
"SMTT10439","SLC13A2","None","solute carrier family 13 member 2","None","ENSG00000007216","None","0.00490769","0.0356932","1.0","By_ingredient","0.1978"
"SMTT10440","SLC13A3","None","solute carrier family 13 member 3","None","ENSG00000158296","None","0.00245681","0.026213","1.0","By_ingredient","0.1915"
"SMTT10441","SLC13A4","None","solute carrier family 13 member 4","None","ENSG00000164707","None","0.00245681","0.026213","1.0","By_ingredient","0.2201"
"SMTT10483","SLC25A10","None","solute carrier family 25 member 10","None","ENSG00000183048","None","0.0170734","0.0581309","1.0","By_ingredient","0.2069"
"SMTT10540","SLC35G3","None","solute carrier family 35 member G3","None","ENSG00000164729","None","0.00490769","0.0356932","1.0","By_ingredient","0.2243"
"SMTT10674","SND1","None","staphylococcal nuclease and tudor domain containing 1","None","ENSG00000197157","None","0.00735263","0.0421606","1.0","By_ingredient","0.2104"
"SMTT10688","SNRPD3","None","small nuclear ribonucleoprotein D3 polypeptide","None","ENSG00000100028","None","0.0122248","0.0506489","1.0","By_ingredient","0.1976"
"SMTT10692","SNU13","None","small nuclear ribonucleoprotein 13","None","ENSG00000100138","None","0.0170734","0.0581309","1.0","By_ingredient","0.1964"
"SMTT10704","SNX27","None","sorting nexin family member 27","None","ENSG00000143376","None","0.00735263","0.0421606","1.0","By_ingredient","0.2006"
"SMTT10746","SPAG6","None","sperm associated antigen 6","None","ENSG00000077327","None","0.00245681","0.026213","1.0","By_ingredient","0.2027"
"SMTT10811","SRPRA","None","SRP receptor alpha subunit","None","ENSG00000182934","None","0.00979166","0.0471444","1.0","By_ingredient","0.1901"
"SMTT10829","SSH1","None","slingshot protein phosphatase 1","None","ENSG00000084112","None","0.00735263","0.0421606","1.0","By_ingredient","0.1953"
"SMTT10830","SSH2","None","slingshot protein phosphatase 2","None","ENSG00000141298","None","0.00735263","0.0421606","1.0","By_ingredient","0.1855"
"SMTT10831","SSH3","None","slingshot protein phosphatase 3","None","ENSG00000172830","None","0.00735263","0.0421606","1.0","By_ingredient","0.1901"
"SMTT10875","STAU1","None","staufen double-stranded RNA binding protein 1","None","ENSG00000124214","None","0.00245681","0.026213","1.0","By_ingredient","0.2129"
"SMTT10883","STIP1","None","stress induced phosphoprotein 1","None","ENSG00000168439","None","0.014652","0.0546754","1.0","By_ingredient","0.1985"
"SMTT10919","STYX","None","serine/threonine/tyrosine interacting protein","None","ENSG00000198252","None","0.00979166","0.0471444","1.0","By_ingredient","0.2009"
"SMTT10920","STYXL1","None","serine/threonine/tyrosine interacting like 1","None","ENSG00000127952","None","0.014652","0.0546754","1.0","By_ingredient","0.1878"
"SMTT10954","SVEP1","None","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1","None","ENSG00000165124","None","0.014652","0.0546754","1.0","By_ingredient","0.1842"
"SMTT11016","TAGLN2","None","transgelin 2","None","ENSG00000158710","None","0.00735263","0.0421606","1.0","By_ingredient","0.2171"
"SMTT11054","TATDN1","None","TatD DNase domain containing 1","None","ENSG00000147687","None","0.00490769","0.0356932","1.0","By_ingredient","0.1809"
"SMTT11055","TATDN2","None","TatD DNase domain containing 2","None","ENSG00000157014","None","0.00735263","0.0421606","1.0","By_ingredient","0.19"
"SMTT11056","TATDN3","None","TatD DNase domain containing 3","None","ENSG00000203705","None","0.00490769","0.0356932","1.0","By_ingredient","0.196"
"SMTT11160","THTPA","None","thiamine triphosphatase","None","ENSG00000259431","None","0.00490769","0.0356932","1.0","By_ingredient","0.2"
"SMTT11313","TMX3","None","thioredoxin related transmembrane protein 3","None","ENSG00000166479","None","0.0170734","0.0581309","1.0","By_ingredient","0.1805"
"SMTT11326","TNFSF13B","None","TNF superfamily member 13b","None","ENSG00000102524","None","0.0122248","0.0506489","1.0","By_ingredient","0.197"
"SMTT11340","TNS1","None","tensin 1","None","ENSG00000079308","None","0.0218986","0.0637567","1.0","By_ingredient","0.19"
"SMTT11342","TNS3","None","tensin 3","None","ENSG00000136205","None","0.00979166","0.0471444","1.0","By_ingredient","0.1901"
"SMTT11371","TPBG","None","trophoblast glycoprotein","None","ENSG00000146242","None","0.0170734","0.0581309","1.0","By_ingredient","0.1669"
"SMTT11415","TRDMT1","None","tRNA aspartic acid methyltransferase 1","None","ENSG00000107614","None","0.00735263","0.0421606","1.0","By_ingredient","0.1735"
"SMTT11479","TRMT9B","None","tRNA methyltransferase 9B (putative)","None","ENSG00000250305","None","0.00979166","0.0471444","1.0","By_ingredient","0.1962"
"SMTT11577","TXNDC11","None","thioredoxin domain containing 11","None","ENSG00000153066","None","0.014652","0.0546754","1.0","By_ingredient","0.1939"
"SMTT11580","TXNDC16","None","thioredoxin domain containing 16","None","ENSG00000087301","None","0.0170734","0.0581309","1.0","By_ingredient","0.1753"
"SMTT11581","TXNDC2","None","thioredoxin domain containing 2","None","ENSG00000168454","None","0.014652","0.0546754","1.0","By_ingredient","0.1781"
"SMTT11582","TXNDC5","None","thioredoxin domain containing 5","None","ENSG00000239264","None","0.014652","0.0546754","1.0","By_ingredient","0.1819"
"SMTT11583","TXNDC8","None","thioredoxin domain containing 8","None","ENSG00000204193","None","0.014652","0.0546754","1.0","By_ingredient","0.1862"
"SMTT11584","TXNDC9","None","thioredoxin domain containing 9","None","ENSG00000115514","None","0.0194889","0.0604666","1.0","By_ingredient","0.197"
"SMTT11597","UBA2","None","ubiquitin like modifier activating enzyme 2","None","ENSG00000126261","None","0.00979166","0.0471444","1.0","By_ingredient","0.191"
"SMTT11598","UBA3","None","ubiquitin like modifier activating enzyme 3","None","ENSG00000144744","None","0.00735263","0.0421606","1.0","By_ingredient","0.1892"
"SMTT11599","UBA5","None","ubiquitin like modifier activating enzyme 5","None","ENSG00000081307","None","0.00735263","0.0421606","1.0","By_ingredient","0.2051"
"SMTT11601","UBA6","None","ubiquitin like modifier activating enzyme 6","None","ENSG00000033178","None","0.00490769","0.0356932","1.0","By_ingredient","0.1998"
"SMTT11602","UBA7","None","ubiquitin like modifier activating enzyme 7","None","ENSG00000182179","None","0.00979166","0.0471444","1.0","By_ingredient","0.1784"
"SMTT11662","UCK2","None","uridine-cytidine kinase 2","None","ENSG00000143179","None","0.00979166","0.0471444","1.0","By_ingredient","0.1995"
"SMTT11665","UEVLD","None","UEV and lactate/malate dehyrogenase domains","None","ENSG00000151116","None","0.00735263","0.0421606","1.0","By_ingredient","0.1873"
"SMTT11727","USP15","None","ubiquitin specific peptidase 15","None","ENSG00000135655","None","0.00490769","0.0356932","1.0","By_ingredient","0.1967"
"SMTT11769","VARS1","None","None","None","None","None","0.00979166","0.0471444","1.0","By_ingredient","0.1963"
"SMTT11840","WDR7","None","WD repeat domain 7","None","ENSG00000091157","None","0.00490769","0.0356932","1.0","By_ingredient","0.2047"
"SMTT11885","XPNPEP1","None","X-prolyl aminopeptidase 1","None","ENSG00000108039","None","0.00979166","0.0471444","1.0","By_ingredient","0.1806"
"SMTT11886","XPNPEP2","None","X-prolyl aminopeptidase 2","None","ENSG00000122121","None","0.00735263","0.0421606","1.0","By_ingredient","0.1716"
"SMTT11894","XRCC3","None","X-ray repair cross complementing 3","None","ENSG00000126215","None","0.0218986","0.0637567","1.0","By_ingredient","0.1729"
"SMTT11902","YARS1","None","None","None","None","None","0.0243024","0.0660284","1.0","By_ingredient","0.1807"
"SMTT11919","YWHAH","None","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta","None","ENSG00000128245","None","0.00245681","0.026213","1.0","By_ingredient","0.1744"
"SMTT12015","ZFYVE1","None","zinc finger FYVE-type containing 1","None","ENSG00000165861","None","0.00735263","0.0421606","1.0","By_ingredient","0.1865"
"SMTT12017","ZFYVE19","None","zinc finger FYVE-type containing 19","None","ENSG00000166140","None","0.00735263","0.0421606","1.0","By_ingredient","0.1949"
"SMTT12485","ZP3","None","zona pellucida glycoprotein 3","None","ENSG00000188372","None","0.00490769","0.0356932","1.0","By_ingredient","0.1997"
